date, pm25, pm10, o3, no2, so2, co
2025/9/21, 25, 15, 18, 5, , 
2025/9/22, 34, 13, 17, 3, , 
2025/9/24, 21, 19, 16, 5, , 
2025/9/25, 17, 20, 13, 8, , 
2025/9/27, 21, , 18, 3, , 
2025/9/28, 25, 13, 21, 6, , 
2025/9/29, 34, 13, 22, 6, , 
2025/9/30, 34, , , , , 
2025/4/1, 17, 15, 15, 8, 1, 
2025/4/2, 42, 19, 19, 8, 1, 
2025/4/3, 46, , 20, 7, 2, 
2025/4/8, 42, 16, 23, 5, 2, 
2025/4/9, 38, 15, 20, 7, 2, 
2025/4/10, 38, 15, 21, 6, 2, 
2025/4/11, 42, 16, 18, 6, 2, 
2025/4/12, 38, 20, 26, 3, 2, 
2025/4/13, 55, 26, 28, 2, 2, 
2025/4/14, 50, 19, 24, , 1, 
2025/4/15, 30, 42, 22, 5, 1, 
2025/4/16, 59, 13, 29, 1, 1, 
2025/4/17, 17, 14, 22, 4, 1, 
2025/4/18, 25, 11, 23, 2, 1, 
2025/4/19, 30, 13, 24, 3, 1, 
2025/4/20, 30, 17, 21, 5, 1, 
2025/4/21, 42, 19, 20, 5, 1, 
2025/4/22, 30, 18, 20, 5, 1, 
2025/4/23, 34, 15, 17, 6, 1, 
2025/4/24, 38, 13, 21, 2, 1, 
2025/4/25, 21, 10, 19, 3, 1, 
2025/4/26, 21, 10, 18, 5, 1, 
2025/4/27, 25, 15, 12, 7, 10, 
2025/4/28, 34, 14, 15, 5, 1, 
2025/4/29, 34, 23, 19, 7, 2, 
2025/4/30, 42, 24, 22, 5, 2, 
2025/5/1, 42, 21, 24, 7, 2, 
2025/5/2, 46, 15, 24, 6, 2, 
2025/5/3, 42, 14, 28, 2, 2, 
2025/5/4, 34, 17, 24, 2, 2, 
2025/5/5, 30, 10, 22, 3, 2, 
2025/5/6, 17, 11, 20, 3, 2, 
2025/5/7, 17, 10, 23, 4, 2, 
2025/5/8, 21, 11, 21, 6, 2, 
2025/5/9, 25, 13, 22, 6, 2, 
2025/5/10, 30, 12, 24, 4, 2, 
2025/5/11, 34, 10, 22, 4, 2, 
2025/5/12, 25, 10, 21, 4, 2, 
2025/5/13, 25, 11, 22, 4, 2, 
2025/5/14, 21, 15, 24, 5, 2, 
2025/5/15, 34, 11, 24, 4, 2, 
2025/5/16, 25, 10, 28, 3, 2, 
2025/5/17, 21, 10, 32, 1, 2, 
2025/5/18, 21, 15, 27, 4, 2, 
2025/5/19, 30, 17, 19, 6, 2, 
2025/5/20, 38, 12, 24, 3, 2, 
2025/5/21, 21, , 23, 3, 2, 
2025/5/24, 21, 10, 26, 3, 2, 
2025/5/25, 25, , 20, , 2, 
2025/5/28, 21, 13, 22, 4, 2, 
2025/5/29, 34, , 22, 6, 2, 
2025/5/31, 25, 13, 24, 4, 2, 
2025/6/1, 42, 12, 21, 5, , 
2025/6/2, 34, , 22, 5, , 
2025/6/4, 38, 20, 21, 6, 2, 
2025/6/5, 38, 24, 20, 5, 2, 
2025/6/6, 38, 30, 20, 3, 2, 
2025/6/7, 50, 30, 23, 2, 2, 
2025/6/8, 46, 25, 20, 3, 2, 
2025/6/9, 50, 27, 24, 6, 2, 
2025/6/10, 61, 31, 32, 7, 2, 
2025/6/11, 72, 43, 33, 7, 2, 
2025/6/12, 87, 36, 31, 7, 2, 
2025/6/13, 85, 31, 32, 6, 2, 
2025/6/14, 80, 30, 29, 5, 2, 
2025/6/15, 74, 27, 24, , 2, 
2025/6/16, 59, 27, 24, 6, 2, 
2025/6/17, 61, , 24, 7, 2, 
2025/6/19, 42, 22, 27, 6, 2, 
2025/6/20, 55, 20, 30, 5, 2, 
2025/6/21, 57, 19, 26, 4, 2, 
2025/6/22, 55, 18, 31, 5, 2, 
2025/6/23, 46, 53, 28, 6, 2, 
2025/6/24, 99, , 23, 7, 2, 
2025/6/28, 46, , 24, 5, 2, 
2025/1/1, 97, 33, 10, 9, , 
2025/1/2, 82, 20, 16, , 1, 
2025/1/3, 42, 25, 8, 13, 1, 
2025/1/4, 68, 17, 15, 5, , 
2025/1/5, 55, 15, 23, 3, , 
2025/1/6, 42, 26, 20, 7, 1, 
2025/1/7, 50, 22, 11, 10, 1, 
2025/1/8, 50, 21, 19, 6, 1, 
2025/1/9, 50, 30, 14, 10, 1, 
2025/1/10, 53, 28, 8, 8, 1, 
2025/1/11, 57, 8, 23, 2, 1, 
2025/1/12, 17, 9, 20, 3, 1, 
2025/1/13, 17, 14, 15, 9, 1, 
2025/1/14, 42, 28, 9, 15, 1, 
2025/1/15, 65, 32, 8, 17, 1, 
2025/1/16, 82, 17, 15, 11, 1, 
2025/1/17, 46, 11, 17, 6, 1, 
2025/1/18, 38, 13, 21, 4, 1, 
2025/1/19, 34, 16, 15, 8, 1, 
2025/1/20, 53, 23, 10, 10, 1, 
2025/1/21, 68, 16, 15, 7, 1, 
2025/1/22, 57, 18, 23, 5, 1, 
2025/1/23, 50, 30, 13, 13, 1, 
2025/1/24, 63, 30, 9, 11, 1, 
2025/1/25, 72, 30, 17, 6, 1, 
2025/1/26, 68, 17, 23, 3, 1, 
2025/1/27, 38, 19, 22, 4, 1, 
2025/1/28, 34, 20, 18, 8, 1, 
2025/1/29, 53, 30, 6, 15, 1, 
2025/1/30, 68, 32, 10, 11, 1, 
2025/1/31, 80, 30, 13, 10, 1, 
2025/2/1, 78, 28, 13, 9, 1, 
2025/2/2, 74, 25, 8, 13, 1, 
2025/2/3, 63, 28, 12, 11, 1, 
2025/2/4, 70, 30, 12, 12, 1, 
2025/2/5, 72, 31, 12, 15, 1, 
2025/2/6, 74, 45, 11, 13, 1, 
2025/2/7, 112, 27, 15, 6, 1, 
2025/2/8, 74, 19, 16, 6, 1, 
2025/2/9, 55, 27, 7, 14, 1, 
2025/2/10, 70, 28, 9, 11, 1, 
2025/2/11, 70, 28, 17, 6, 1, 
2025/2/12, 72, 20, 17, 6, 1, 
2025/2/13, 63, 12, 22, 4, 1, 
2025/2/14, 25, 7, 20, 2, 1, 
2025/2/15, 21, 19, 13, 8, 1, 
2025/2/16, 57, 27, 11, 10, 1, 
2025/2/17, 70, 26, 13, 11, 1, 
2025/2/18, 68, 31, 8, 9, 1, 
2025/2/19, 82, 25, 12, 9, 1, 
2025/2/20, 70, 26, 10, 10, 1, 
2025/2/21, 70, 24, 15, 8, 1, 
2025/2/22, 68, 22, 15, 8, 1, 
2025/2/23, 65, 26, 11, 8, 1, 
2025/2/24, 68, 24, 15, 6, 1, 
2025/2/25, 68, 20, 22, 3, 1, 
2025/2/26, 42, 24, 13, 9, 1, 
2025/2/27, 50, 17, 15, 6, 1, 
2025/2/28, 42, 15, 18, 4, 1, 
2025/3/1, 42, 10, 18, 4, 1, 
2025/3/2, 30, 17, 17, 8, 1, 
2025/3/3, 53, 20, 16, 9, 1, 
2025/3/4, 57, 23, 17, 11, 1, 
2025/3/5, 59, 25, 19, 11, 1, 
2025/3/6, 65, 28, 17, 12, 1, 
2025/3/7, 72, 38, 16, 9, 1, 
2025/3/8, 80, 30, 24, 3, 1, 
2025/3/9, 65, 20, 22, 4, 1, 
2025/3/10, 30, 20, 17, 6, 1, 
2025/3/11, 38, 19, 22, 4, 1, 
2025/3/12, 34, 13, 25, 2, 1, 
2025/3/13, 13, 27, 25, 3, 1, 
2025/3/14, 30, 44, 19, 6, 1, 
2025/3/15, 46, 12, 23, 2, 1, 
2025/3/16, 21, 16, 14, 8, 1, 
2025/3/17, 46, 17, 17, 8, 1, 
2025/3/18, 50, 17, 20, 7, 1, 
2025/3/19, 46, 25, 20, 8, 1, 
2025/3/20, 65, 29, 21, 8, 1, 
2025/3/21, 74, 25, 21, 7, 1, 
2025/3/22, 61, 20, 20, 6, 1, 
2025/3/23, 34, 33, 13, 8, 1, 
2025/3/24, 53, 16, 18, 6, 1, 
2025/3/25, 34, 15, 18, 6, 1, 
2025/3/26, 38, 11, 15, 6, 1, 
2025/3/27, 30, 13, 12, 7, 1, 
2025/3/28, 38, 12, 14, 5, 1, 
2025/3/29, 42, 11, 20, 3, 1, 
2025/3/30, 34, 9, 23, 4, 1, 
2025/3/31, 25, 7, 26, 3, 2, 
2024/10/1, 25, 13, 24, 5, , 
2024/10/2, 30, 12, 26, 5, , 
2024/10/3, 25, 14, 19, 7, , 
2024/10/4, 17, 10, 17, 7, , 
2024/10/5, 21, 10, 12, 10, , 
2024/10/6, 21, 10, 19, 7, , 
2024/10/7, 25, 11, 24, 4, , 
2024/10/8, 25, 12, 21, 6, , 
2024/10/9, 17, 16, 26, 3, , 
2024/10/10, 17, 16, 15, 10, , 
2024/10/11, 17, 14, 15, 11, , 
2024/10/12, 30, 15, 16, 12, , 
2024/10/13, 38, , 12, 11, , 
2024/10/16, 5, 43, 8, 11, , 
2024/10/17, 59, 30, 17, 7, , 
2024/10/18, 42, 9, 15, 6, , 
2024/10/19, 17, 10, 9, 7, , 
2024/10/20, 25, 14, 11, 9, , 
2024/10/21, 30, 16, 13, 7, , 
2024/10/22, 30, 14, 6, 9, , 
2024/10/23, 25, 12, 9, 8, , 
2024/10/24, 25, 20, 8, 8, , 
2024/10/25, 34, 21, 11, 6, , 
2024/10/26, 46, 20, 11, 7, , 
2024/10/27, 46, 20, 8, 11, , 
2024/10/28, 46, 24, 7, 11, , 
2024/10/29, 50, 23, 7, 11, , 
2024/10/30, 46, 25, 8, 12, , 
2024/10/31, 50, 19, 11, 9, , 
2024/11/1, 46, 23, 8, 8, , 
2024/11/2, 57, 20, 10, 10, , 
2024/11/3, 55, 25, 9, 13, , 
2024/11/4, 57, 23, 8, 13, , 
2024/11/5, 55, 24, 9, 12, , 
2024/11/6, 59, 21, 11, 11, , 
2024/11/7, 57, 25, 10, , , 
2024/11/8, 61, 26, 9, 10, , 
2024/11/9, 65, 24, 9, 8, , 
2024/11/10, 63, 24, 11, 11, , 
2024/11/11, 61, 22, 12, 13, , 
2024/11/12, 57, 26, 8, 14, , 
2024/11/13, 63, 23, 5, 11, , 
2024/11/14, 61, 20, 8, 11, , 
2024/11/15, 53, 25, 9, 12, , 
2024/11/16, 63, 25, 10, 11, , 
2024/11/17, 68, 30, 16, 9, , 
2024/11/18, 65, 26, 15, 9, , 
2024/11/19, 55, 22, 23, 5, , 
2024/11/20, 25, 12, 15, 9, , 
2024/11/21, 25, 15, 16, 9, 1, 
2024/11/22, 34, 16, 9, 11, 1, 
2024/11/23, 53, 17, 14, 9, 1, 
2024/11/24, 53, 19, 12, 10, 1, 
2024/11/25, 57, 17, 15, 7, 1, 
2024/11/26, 53, 23, 12, 9, 1, 
2024/11/27, 55, 27, 8, 14, 1, 
2024/11/28, 63, 20, 8, 12, 1, 
2024/11/29, 50, 8, 18, 4, 1, 
2024/11/30, 21, 18, 9, 9, 1, 
2024/12/1, 57, 26, 6, 13, 1, 
2024/12/2, 65, 31, 5, 14, 1, 
2024/12/3, 78, 24, 9, 9, 1, 
2024/12/4, 61, 9, 17, 6, 1, 
2024/12/5, 21, 21, 8, 15, 1, 
2024/12/6, 57, 20, 12, 9, , 
2024/12/7, 61, 11, 22, 5, , 
2024/12/8, 34, 10, 19, 6, 1, 
2024/12/9, 30, 16, 10, 11, 1, 
2024/12/10, 50, 18, 7, 12, 1, 
2024/12/11, 57, 21, 7, 12, 1, 
2024/12/12, 59, 15, 10, 9, 1, 
2024/12/13, 46, 20, 6, 12, 1, 
2024/12/14, 57, 18, 9, 10, 1, 
2024/12/15, 55, 30, 5, 14, 1, 
2024/12/16, 74, 36, 4, 14, 1, 
2024/12/17, 85, 37, 3, 16, , 
2024/12/18, 82, 26, 10, 11, , 
2024/12/19, 65, 14, 21, 6, , 
2024/12/20, 21, 14, 15, 10, 1, 
2024/12/21, 38, 20, 11, 9, , 
2024/12/22, 57, , , , , 
2024/12/25, 21, 15, 21, 6, , 
2024/12/26, 46, 30, 7, 16, 1, 
2024/12/27, 72, 44, 7, 13, 1, 
2024/12/28, 102, 43, 7, 13, 1, 
2024/12/29, 104, , , , , 
2024/7/1, 38, 15, 28, 4, , 
2024/7/2, 30, 17, 21, 6, , 
2024/7/3, 25, 15, 21, 6, , 
2024/7/4, 30, 14, 26, 5, , 
2024/7/5, 30, 17, 24, 5, , 
2024/7/6, 42, 21, 27, 2, , 
2024/7/7, 55, 30, 22, 4, , 
2024/7/8, 59, 24, 26, 5, , 
2024/7/9, 42, 21, 31, 6, , 
2024/7/13, 46, 20, 24, 5, , 
2024/7/14, 46, 25, 28, 6, , 
2024/7/15, 46, 23, 28, 6, , 
2024/7/16, 42, 25, 31, 7, , 
2024/7/17, 59, 26, 29, 7, , 
2024/7/18, 53, 21, 33, 6, , 
2024/7/19, 53, 19, 32, 4, , 
2024/7/20, 50, 16, 32, 3, , 
2024/7/21, 42, 20, 35, 4, , 
2024/7/22, 46, 20, 35, 6, , 
2024/7/23, 46, 22, 34, 5, , 
2024/7/24, 46, 20, 32, 5, , 
2024/7/25, 42, 18, 33, 5, , 
2024/7/26, 42, 17, 30, 5, , 
2024/7/27, 42, 16, 30, 5, , 
2024/7/30, 53, 20, 37, 6, , 
2024/7/31, 50, 19, 34, 6, , 
2024/8/1, 50, 18, 30, 4, , 
2024/8/2, 46, 21, 30, 4, , 
2024/8/3, 50, 20, 32, 3, , 
2024/8/4, 50, 20, 34, 4, , 
2024/8/7, 46, 20, 28, 5, , 
2024/8/8, 46, 20, 36, 4, , 
2024/8/9, 50, 20, 33, 5, , 
2024/8/10, 53, 21, 43, 4, , 
2024/8/11, 57, 19, 50, 4, , 
2024/8/12, 46, 20, , 6, , 
2024/8/13, 50, 20, 28, 6, , 
2024/8/14, 50, 18, 28, 4, , 
2024/8/15, 50, 21, 28, 4, , 
2024/8/16, 50, 25, 27, 4, , 
2024/8/17, 50, 20, 22, 4, , 
2024/8/18, 38, 12, 24, 6, , 
2024/8/19, 21, 10, 22, 7, , 
2024/8/20, 25, 12, 25, 5, , 
2024/8/21, 30, 17, 28, 5, , 
2024/8/22, 42, 18, 29, 5, , 
2024/8/23, 46, 18, 28, 5, , 
2024/8/24, 46, 14, 28, 5, , 
2024/8/25, 38, 20, 30, 7, , 
2024/8/26, 46, 21, 33, 6, , 
2024/8/27, 50, 19, 30, 7, , 
2024/8/28, 46, 26, 35, 7, , 
2024/8/29, 70, 20, 35, 6, , 
2024/8/30, 55, 22, 32, 6, , 
2024/8/31, 57, 21, 36, 5, , 
2024/9/1, 55, 20, 27, 9, , 
2024/9/2, 53, 19, , 7, , 
2024/9/3, 50, 17, 26, 7, , 
2024/9/4, 42, 22, 25, 6, , 
2024/9/5, 42, 20, 21, 7, , 
2024/9/6, 34, 25, 26, 5, , 
2024/9/7, 42, 43, 28, 3, , 
2024/9/8, 59, 13, 17, 6, , 
2024/9/9, 21, 12, 22, 6, , 
2024/9/10, 21, 14, 24, 6, , 
2024/9/11, 25, , 21, 5, , 
2024/9/14, 25, 9, 21, 9, , 
2024/9/15, 25, 10, 22, 8, , 
2024/9/16, 21, 8, 17, 7, , 
2024/9/17, 17, 10, 14, 9, , 
2024/9/18, 17, 10, 14, 10, , 
2024/9/19, 21, 11, 17, 11, , 
2024/9/20, 25, 11, 20, 9, , 
2024/9/21, 25, 11, 22, 6, , 
2024/9/22, 30, 14, 22, 6, , 
2024/9/23, 38, 13, 23, 6, , 
2024/9/24, 30, 14, 23, 6, , 
2024/9/25, 30, 19, 29, 4, , 
2024/9/26, 42, , 27, 5, , 
2024/9/28, 30, 9, 18, 7, , 
2024/9/29, 21, 10, 17, 11, , 
2024/9/30, 17, 14, 16, 12, , 
2024/4/1, 85, 15, 22, 8, , 
2024/4/2, 21, 14, 18, 10, 3, 
2024/4/3, 25, 13, 17, 12, 1, 
2024/4/4, 25, , 13, 16, 1, 
2024/4/10, 25, 19, 18, 11, 1, 
2024/4/11, 30, 25, 18, 14, 1, 
2024/4/12, 55, 23, 26, 11, 1, 
2024/4/13, 57, 21, 26, 12, 1, 
2024/4/14, 57, 31, 17, 19, 1, 
2024/4/15, 63, 27, 27, 9, 1, 
2024/4/16, 46, 15, 29, 8, 1, 
2024/4/17, 21, 10, 24, 10, 1, 
2024/4/18, 21, 10, 26, 10, 1, 
2024/4/19, 25, 9, 26, 6, 1, 
2024/4/20, 21, 7, 28, 5, 1, 
2024/4/21, 13, 10, 28, 6, 1, 
2024/4/22, 21, 12, 25, 9, 1, 
2024/4/23, 21, 7, 26, 8, 1, 
2024/4/24, 17, 10, 26, 6, 1, 
2024/4/25, 25, 11, 29, 6, 1, 
2024/4/26, 30, 15, 30, 7, 1, 
2024/4/27, 34, 22, 29, 8, 1, 
2024/4/28, 38, 20, 28, 11, 1, 
2024/4/29, 42, 20, 30, 8, 1, 
2024/4/30, 46, 15, 28, 6, 1, 
2024/5/1, 30, 9, 26, 6, 1, 
2024/5/2, 17, 7, 19, 9, 1, 
2024/5/3, 13, 10, 17, 10, 1, 
2024/5/4, 21, 10, 19, , , 
2024/5/5, 25, 11, 24, , 1, 
2024/5/6, 21, 14, 23, 6, 1, 
2024/5/7, 25, 14, 13, 8, 1, 
2024/5/8, 25, , 13, 9, , 
2024/5/10, 34, 21, 27, 6, 1, 
2024/5/11, 34, 12, 30, 6, 1, 
2024/5/12, 34, 13, 27, 7, 1, 
2024/5/13, 34, 14, 28, 6, 1, 
2024/5/14, 34, 20, 28, 5, 1, 
2024/5/15, 42, 24, 24, 5, 1, 
2024/5/16, 42, 13, 27, 5, 1, 
2024/5/17, 25, 20, 25, 6, 1, 
2024/5/18, 42, 48, 21, 6, 1, 
2024/5/19, 61, 44, 21, 7, 1, 
2024/5/20, 57, 17, 28, 4, 1, 
2024/5/21, 21, 13, 27, 3, 1, 
2024/5/22, 21, 11, 26, 4, 1, 
2024/5/23, 25, 13, 24, 7, 1, 
2024/5/24, 30, 12, 25, 6, 1, 
2024/5/25, 30, 12, 23, 4, 1, 
2024/5/26, 30, 13, 28, 6, 1, 
2024/5/27, 30, 11, 27, 4, 1, 
2024/5/28, 25, 14, 28, 5, 1, 
2024/5/29, 42, 11, 26, 5, 1, 
2024/5/30, 17, 15, 28, 4, , 
2024/5/31, 17, 12, 29, 5, , 
2024/6/1, 17, 10, 20, 6, , 
2024/6/2, 21, 10, 23, 7, , 
2024/6/3, 21, 10, 26, 6, , 
2024/6/4, 21, 13, 25, 7, , 
2024/6/5, 25, 14, 25, 6, , 
2024/6/6, 34, 18, 27, 8, , 
2024/6/7, 34, 19, 28, 8, , 
2024/6/8, 42, 26, 30, 4, , 
2024/6/9, 55, 20, 30, 3, , 
2024/6/10, 30, 16, 26, 4, , 
2024/6/11, 30, 14, 23, 6, , 
2024/6/12, 25, 16, 26, 6, , 
2024/6/13, 21, 12, 26, 6, , 
2024/6/14, 25, 11, 30, 5, , 
2024/6/15, 25, 13, 26, 5, , 
2024/6/16, 30, 17, 26, 6, , 
2024/6/17, 30, 22, 32, 7, , 
2024/6/18, 50, 27, 26, , , 
2024/6/19, 50, 55, 27, 11, , 
2024/6/20, 65, 62, 27, 9, , 
2024/6/21, 74, 25, 26, 5, , 
2024/6/22, 38, 20, 25, 4, , 
2024/6/23, 25, 14, 18, 6, , 
2024/6/24, 21, 11, 26, 5, , 
2024/6/25, 17, 11, 26, 6, , 
2024/6/26, 25, 13, 27, 5, , 
2024/6/27, 30, 14, 26, 6, , 
2024/6/28, 30, 19, 30, 6, , 
2024/6/29, 42, 18, 30, 3, , 
2024/6/30, 38, 22, 26, 4, , 
2024/1/1, 85, 20, 11, 12, 1, 
2024/1/2, 50, 18, 15, 9, 1, 
2024/1/3, 50, 25, 12, 14, 1, 
2024/1/4, 59, 17, 21, 5, 1, 
2024/1/5, 42, 16, 20, 6, 1, 
2024/1/6, 53, 22, 4, 11, 1, 
2024/1/7, 65, 11, 10, 7, 1, 
2024/1/8, 34, 16, 9, 12, 1, 
2024/1/9, 46, 18, 7, 11, 1, 
2024/1/10, 59, 31, 4, 17, 1, 
2024/1/11, 80, 17, 11, 14, 1, 
2024/1/12, 55, 22, 13, 12, 1, 
2024/1/13, 65, 25, 17, 8, 1, 
2024/1/14, 72, 22, 13, 10, 1, 
2024/1/15, 63, 20, 12, 12, 1, 
2024/1/16, 55, 18, 16, 9, 1, 
2024/1/17, 50, 23, 22, 6, 1, 
2024/1/18, 34, 22, 18, 13, 1, 
2024/1/19, 38, 7, 24, 4, 1, 
2024/1/20, 17, 19, 16, 15, 1, 
2024/1/21, 57, 24, 8, 23, 1, 
2024/1/22, 65, 20, 13, 15, 1, 
2024/1/23, 59, 28, 7, 21, 1, 
2024/1/24, 70, 28, 7, 18, 1, 
2024/1/25, 65, 36, 6, 19, 1, 
2024/1/26, 82, 40, 7, 19, 1, 
2024/1/27, 99, 32, 9, 18, 1, 
2024/1/28, 85, 31, 9, 22, 1, 
2024/1/29, 76, 37, 8, 25, 1, 
2024/1/30, 87, 40, 8, 25, 1, 
2024/1/31, 91, 44, 9, 25, 1, 
2024/2/1, 104, 42, 7, 22, 1, 
2024/2/2, 99, 38, 7, 22, 1, 
2024/2/3, 91, 30, 11, 16, 1, 
2024/2/4, 76, 37, 7, 22, 1, 
2024/2/5, 76, 26, 13, 14, 1, 
2024/2/6, 59, 35, 10, 17, 1, 
2024/2/7, 74, 23, 16, 11, 1, 
2024/2/8, 55, 29, 26, 6, 1, 
2024/2/9, 57, 56, 23, 6, 1, 
2024/2/10, 74, 13, 19, 7, 1, 
2024/2/11, 34, 17, 10, 15, 1, 
2024/2/12, 46, 17, 10, 13, , 
2024/2/13, 53, 20, 9, 18, 1, 
2024/2/14, 59, 26, 7, 21, 1, 
2024/2/15, 68, 37, 6, 25, 1, 
2024/2/16, 87, 33, 12, 20, 1, 
2024/2/17, 82, 36, 12, 20, 1, 
2024/2/18, 95, 23, 14, 14, 1, 
2024/2/19, 61, 24, 9, 19, 1, 
2024/2/20, 63, 17, 13, 17, 1, 
2024/2/21, 53, 16, 19, 11, , 
2024/2/22, 46, 20, 28, 5, , 
2024/2/23, 38, 11, 20, 9, , 
2024/2/24, 21, 12, 18, 11, , 
2024/2/25, 42, 14, 17, 10, , 
2024/2/26, 38, 13, 24, 7, , 
2024/2/27, 30, 35, 19, 8, , 
2024/2/28, 53, 16, 20, 12, , 
2024/2/29, 34, 17, 15, 13, , 
2024/3/1, 46, 13, 21, 8, , 
2024/3/2, 34, 13, 26, 4, , 
2024/3/3, 25, 5, 25, 7, , 
2024/3/4, 13, 14, 15, 14, 1, 
