# Sensor Växjö, Sweden (Citizen Science project sensor.community/17662)
# https://aqicn.org/station/@63646/
# Daily pm25
date,min,max,pm25,q1,q3,stdev,count
2020-07-17T00:00:00.000Z,1.3,3.67,2.1,1.8,2.5,0.487,493
2020-07-18T00:00:00.000Z,1.3,3.22,2.1,1.75,2.35,0.391,458
2020-07-19T00:00:00.000Z,1.5,3.92,2.8,2.45,3.03,0.523,168
2020-07-20T00:00:00.000Z,0.82,9.18,1.94,1.4,5.15,2.206,184
2020-07-21T00:00:00.000Z,0.6,2.29,1.4,1,1.65,0.382,265
2020-07-22T00:00:00.000Z,0.7,2.7,1,0.9,1.63,0.482,272
2020-07-23T00:00:00.000Z,0.8,7.82,1.2,1.08,1.42,0.484,301
2020-07-24T00:00:00.000Z,0.9,23.9,1.55,1.33,2.29,1.601,384
2020-07-25T00:00:00.000Z,1,2.67,1.3,1.2,1.87,0.425,82
2020-07-26T00:00:00.000Z,1.2,7.07,2.65,2,3.45,1.042,448
2020-07-27T00:00:00.000Z,1.35,5.68,2.25,1.87,3.35,1.083,265
2020-07-28T00:00:00.000Z,1.2,7,2.58,1.85,3.2,1.367,382
2020-07-29T00:00:00.000Z,0.9,2.37,1.5,1.3,1.77,0.296,318
2020-07-30T00:00:00.000Z,0.85,2.2,1.4,1.27,1.5,0.215,419
2020-07-31T00:00:00.000Z,1,2.9,1.49,1.3,2.1,0.471,424
2020-08-01T00:00:00.000Z,1.3,2.33,1.7,1.6,1.83,0.187,423
2020-08-02T00:00:00.000Z,1.2,7.7,2.58,1.75,4.07,1.554,422
2020-08-03T00:00:00.000Z,1.02,3,1.58,1.37,2,0.436,424
2020-08-04T00:00:00.000Z,0.8,2.8,1.3,1.1,1.6,0.399,476
2020-08-05T00:00:00.000Z,1.1,5.32,1.7,1.4,2.1,0.449,508
2020-08-06T00:00:00.000Z,1.37,3.42,2.1,1.92,2.27,0.255,393
2020-08-07T00:00:00.000Z,1.35,6.18,2.25,1.9,2.5,0.471,528
2020-08-08T00:00:00.000Z,2.04,11,8.23,3.1,9.02,2.868,475
2020-08-09T00:00:00.000Z,5.22,15.8,9.1,7,11.3,2.513,530
2020-08-10T00:00:00.000Z,1.1,11.57,4.97,1.8,7.8,2.973,469
2020-08-11T00:00:00.000Z,0.93,5.35,1.4,1.3,1.55,0.314,532
2020-08-12T00:00:00.000Z,1.1,7.18,1.87,1.7,2.1,0.499,534
2020-08-13T00:00:00.000Z,1,12.15,3.2,1.99,4.12,1.205,524
2020-08-14T00:00:00.000Z,2.45,9.82,3.5,3.1,4.22,0.783,482
2020-08-15T00:00:00.000Z,3.22,16.23,4.05,3.8,4.43,0.717,540
2020-08-16T00:00:00.000Z,4.53,9.8,5.87,5.53,6.25,0.621,546
2020-08-17T00:00:00.000Z,4.8,22.7,6.39,5.82,6.85,1.52,540
2020-08-18T00:00:00.000Z,2.83,35.35,4.78,4.25,5.6,1.888,538
2020-08-19T00:00:00.000Z,2.62,23.9,3.9,3.6,4.97,2.199,526
2020-08-20T00:00:00.000Z,2,37.15,3.44,3.03,7.19,7.382,524
2020-08-21T00:00:00.000Z,2.29,7.32,3.33,2.94,4.3,1.02,496
2020-08-22T00:00:00.000Z,1.37,9.69,2.54,2.2,6,2.313,475
2020-08-23T00:00:00.000Z,0.85,2.95,1.62,1.3,2.2,0.502,506
2020-08-24T00:00:00.000Z,0.77,2.12,1.3,1.1,1.6,0.31,441
2020-08-25T00:00:00.000Z,0.8,1.8,1.1,1,1.2,0.142,451
2020-08-26T00:00:00.000Z,1,2.75,1.4,1.27,1.6,0.291,450
2020-08-27T00:00:00.000Z,0.6,1.98,1.05,0.9,1.2,0.192,526
2020-08-28T00:00:00.000Z,0.7,1.8,1.08,0.97,1.25,0.187,465
2020-08-29T00:00:00.000Z,0.9,9.15,1.67,1.45,2,0.624,460
2020-08-30T00:00:00.000Z,0.7,8.77,1.3,1.1,2.71,1.055,469
2020-08-31T00:00:00.000Z,0.6,6.22,0.9,0.8,1.05,0.418,474
2020-09-01T00:00:00.000Z,0.62,3.3,2.25,1.17,2.5,0.72,413
2020-09-02T00:00:00.000Z,1.2,3.65,1.9,1.6,2.44,0.506,472
2020-09-03T00:00:00.000Z,1.4,4.12,1.95,1.7,2.2,0.45,466
2020-09-04T00:00:00.000Z,1.2,6.45,1.8,1.6,2,1.002,475
2020-09-05T00:00:00.000Z,0.85,3.25,1.55,1.3,2.1,0.508,463
2020-09-06T00:00:00.000Z,0.9,1.9,1.33,1.2,1.45,0.179,474
2020-09-07T00:00:00.000Z,0.7,2.29,1.2,1.08,1.4,0.253,442
2020-09-08T00:00:00.000Z,0.55,3.3,1.8,1.33,2.4,0.651,378
2020-09-09T00:00:00.000Z,1.12,9.36,2.45,2.04,3.3,0.941,399
2020-09-10T00:00:00.000Z,0.77,3.17,1.4,1.1,2.2,0.612,339
2020-09-11T00:00:00.000Z,1.2,4.47,2.21,1.73,2.8,0.641,310
2020-09-12T00:00:00.000Z,1.12,4.18,3.2,2.8,3.49,0.717,301
2020-09-13T00:00:00.000Z,1.17,4.34,3,2.2,3.42,0.754,357
2020-09-14T00:00:00.000Z,1.1,5.8,2.67,2.22,3,0.91,294
2020-09-15T00:00:00.000Z,3.05,8.4,4.84,4.4,5.35,0.906,254
2020-09-16T00:00:00.000Z,0.5,0.9,0.7,0.7,0.8,0.088,38
2020-09-17T00:00:00.000Z,0.6,1.43,0.9,0.8,1,0.164,152
2020-09-18T00:00:00.000Z,0.8,2.47,1.58,1.27,1.9,0.416,330
2020-09-19T00:00:00.000Z,1.17,2.54,1.85,1.6,2.1,0.304,288
2020-09-20T00:00:00.000Z,1.5,6.78,2.2,1.9,3.31,1.355,241
2020-09-21T00:00:00.000Z,2.1,12.1,3.52,3,3.87,2.338,211
2020-09-22T00:00:00.000Z,3,17.12,6.68,4.44,13.92,4.618,312
2020-09-23T00:00:00.000Z,3.8,17.5,9.78,7.68,12.32,2.747,440
2020-09-24T00:00:00.000Z,1.14,18.73,7,2.1,14.2,6.107,469
2020-09-25T00:00:00.000Z,1.2,13.45,2.17,1.87,2.6,2.236,351
2020-09-26T00:00:00.000Z,1.3,15.9,4.95,2.1,10.05,4.351,276
2020-09-27T00:00:00.000Z,5.03,13.95,10.03,6.78,11.02,2.465,226
2020-09-28T00:00:00.000Z,1.08,10.55,3.7,1.9,7.55,3.21,263
2020-09-29T00:00:00.000Z,1.2,4.12,1.95,1.8,2.16,0.536,261
2020-09-30T00:00:00.000Z,1.73,11.2,4.18,2.9,6.75,2.423,387
2020-10-01T00:00:00.000Z,2.5,9.94,5.5,4.12,7.06,1.862,309
2020-10-02T00:00:00.000Z,7.28,22,11.38,9.4,14.73,3.59,283
2020-10-03T00:00:00.000Z,2.7,18.27,10.48,9.19,11.55,3.074,269
2020-10-04T00:00:00.000Z,1.4,18.39,13.56,5.19,14.85,5.513,312
2020-10-05T00:00:00.000Z,1.1,6.93,2.47,1.6,3.9,1.397,315
2020-10-06T00:00:00.000Z,0.9,6.12,2.25,1.58,3.22,1.357,339
2020-10-07T00:00:00.000Z,0.93,6.65,1.95,1.6,3.28,1.277,341
2020-10-08T00:00:00.000Z,0.9,4.3,1.77,1.52,2.15,0.635,329
2020-10-09T00:00:00.000Z,0.4,4.4,1.67,1.48,1.85,0.482,350
2020-10-10T00:00:00.000Z,0.68,2.65,1.3,1.12,1.6,0.37,419
2020-10-11T00:00:00.000Z,0.9,2.42,1.3,1.2,1.4,0.167,436
2020-10-12T00:00:00.000Z,0.55,2.29,1.02,0.8,1.44,0.439,356
2020-10-13T00:00:00.000Z,0.52,3.85,0.9,0.8,1.08,0.298,426
2020-10-14T00:00:00.000Z,0.8,2.17,1.05,0.98,1.17,0.173,410
2020-10-15T00:00:00.000Z,0.65,17.42,1.1,0.93,1.2,0.923,411
2020-10-16T00:00:00.000Z,0.43,2.4,0.9,0.8,1.1,0.227,441
2020-10-17T00:00:00.000Z,0.4,1.83,0.8,0.7,0.9,0.262,430
2020-10-18T00:00:00.000Z,0.52,2.1,1,0.85,1.12,0.237,434
2020-10-19T00:00:00.000Z,0.6,2.52,1.02,0.9,1.2,0.204,442
2020-10-20T00:00:00.000Z,1.1,14.9,2.97,1.63,7.94,3.504,448
2020-10-21T00:00:00.000Z,1.1,23.1,13.9,5.4,17.1,6.488,431
