# Sensor G 651, Tingsryds kommun, Sweden (Citizen Science project sensor.community/11763)
# https://aqicn.org/station/@59650/
# Daily pm25
date,min,max,pm25,q1,q3,stdev,count
2020-08-03T00:00:00.000Z,0.7,2.5,1.2,1,1.53,0.37,352
2020-08-04T00:00:00.000Z,0.6,1.77,1,0.83,1.2,0.231,405
2020-08-05T00:00:00.000Z,0.8,6.97,1.4,1.1,1.8,0.548,428
2020-08-06T00:00:00.000Z,1.3,3.2,1.9,1.7,2.1,0.293,345
2020-08-07T00:00:00.000Z,1.1,2.67,1.67,1.4,2.06,0.351,437
2020-08-08T00:00:00.000Z,1.7,8.13,6.75,2.97,7.37,2.236,386
2020-08-09T00:00:00.000Z,4.67,11.37,7.5,6.83,8.4,1.449,455
2020-08-10T00:00:00.000Z,1.1,18.32,5.23,3.3,6.33,2.451,436
2020-08-11T00:00:00.000Z,0.7,1.7,1.07,0.97,1.2,0.16,462
2020-08-12T00:00:00.000Z,0.8,2.27,1.4,1.12,1.57,0.266,477
2020-08-13T00:00:00.000Z,0.73,2.83,1.7,1.2,2.02,0.478,478
2020-08-14T00:00:00.000Z,1.4,3.53,2.5,1.9,2.8,0.492,406
2020-08-15T00:00:00.000Z,2.6,4.43,3.2,3.03,3.4,0.294,470
2020-08-16T00:00:00.000Z,3.17,6.07,4.9,4.4,5.2,0.629,473
2020-08-17T00:00:00.000Z,3.63,6.2,4.92,4.47,5.3,0.531,464
2020-08-18T00:00:00.000Z,2.23,6.03,3.8,3.4,4.4,0.826,439
2020-08-19T00:00:00.000Z,1.9,3.83,2.8,2.5,3.13,0.396,445
2020-08-20T00:00:00.000Z,2.23,7.03,3.2,2.93,3.6,0.881,470
2020-08-21T00:00:00.000Z,2,5.47,3.4,2.8,3.9,0.708,445
2020-08-22T00:00:00.000Z,1,5.13,1.6,1.4,3.51,1.304,421
2020-08-23T00:00:00.000Z,0.53,1.87,1.1,0.97,1.3,0.224,407
2020-08-24T00:00:00.000Z,0.6,1.6,0.99,0.8,1.2,0.24,356
2020-08-25T00:00:00.000Z,0.6,1.23,0.87,0.8,0.93,0.124,386
2020-08-26T00:00:00.000Z,0.7,2.02,1.17,0.9,1.4,0.302,402
2020-08-27T00:00:00.000Z,0.47,1.4,0.8,0.7,0.9,0.188,462
2020-08-28T00:00:00.000Z,0.6,1.6,0.9,0.8,1.07,0.217,413
2020-08-29T00:00:00.000Z,1.03,2.4,1.7,1.47,1.9,0.307,425
2020-08-30T00:00:00.000Z,0.4,3.97,1.4,0.73,2.02,0.777,412
2020-08-31T00:00:00.000Z,0.3,7.83,0.7,0.5,1,1.475,405
2020-09-01T00:00:00.000Z,0.3,3.8,1.8,0.67,2.27,0.953,362
2020-09-02T00:00:00.000Z,0.8,3.27,1.4,1.2,2.09,0.623,472
2020-09-03T00:00:00.000Z,0.9,2.4,1.4,1.23,1.6,0.241,468
2020-09-04T00:00:00.000Z,0.56,7.27,1.2,1,1.73,0.987,483
2020-09-05T00:00:00.000Z,0.6,2.87,1.2,0.97,1.4,0.369,479
2020-09-06T00:00:00.000Z,0.5,1.73,0.9,0.77,1,0.179,475
2020-09-07T00:00:00.000Z,0.56,1.67,0.9,0.8,1.1,0.202,445
2020-09-08T00:00:00.000Z,0.37,2.57,1.43,0.9,1.77,0.505,377
2020-09-09T00:00:00.000Z,1.1,20.73,2.2,1.6,2.9,2.919,404
2020-09-10T00:00:00.000Z,0.43,2.77,1.2,0.9,1.82,0.533,344
2020-09-11T00:00:00.000Z,0.6,3.23,1.9,1,2.2,0.644,315
2020-09-12T00:00:00.000Z,0.7,4.23,2.29,1.9,2.87,0.729,299
