date, pm25, pm10, no2
2022/3/27, 19, 40, 6
2022/3/28, 27, 24, 11
2022/3/29, 19, 32, 15
2022/3/30, 23, 44, 24
2022/3/31, 36, 19, 19
2021/10/1, 15, 13, 3
2021/10/2, 36, 23, 2
2021/10/3, 60, 24, 8
2021/10/4, 60, 13, 7
2021/10/5, 37, 15, 5
2021/10/6, 40, 11, 9
2021/10/7, 30, 13, 10
2021/10/8, 32, 11, 8
2021/10/9, 32, 15, 5
2021/10/10, 39, 13, 10
2021/10/11, 34, 4, 9
2021/10/12, 9, 5, 11
2021/10/13, 9, 5, 11
2021/10/14, 11, 4, 6
2021/10/15, 9, 4, 8
2021/10/16, 7, 3, 9
2021/10/17, 6, 6, 10
2021/10/18, 9, 11, 16
2021/10/19, 22, 5, 6
2021/10/20, 17, 5, 7
2021/10/21, 12, 3, 8
2021/10/22, 5, 4, 8
2021/10/23, 9, 6, 10
2021/10/24, 14, 10, 10
2021/10/25, 24, 13, 9
2021/10/26, 35, 4, 9
2021/10/27, 12, 6, 11
2021/10/28, 15, 16, 9
2021/10/29, 44, 26, 7
2021/10/30, 63, 27, 7
2021/10/31, 65, 21, 5
2021/11/1, 56, 30, 5
2021/11/2, 72, 24, 6
2021/11/3, 62, 9, 12
2021/11/4, 23, 5, 8
2021/11/5, 13, 4, 8
2021/11/6, 9, 4, 8
2021/11/7, 9, 4, 9
2021/11/8, 11, 9, 8
2021/11/9, 19, 3, 8
2021/11/10, 8, 6, 10
2021/11/11, 13, 9, 11
2021/11/12, 12, 11, 17
2021/11/13, 28, 9, 8
2021/11/14, 21, 10, 12
2021/11/15, 18, 11, 9
2021/11/16, 26, 7, 9
2021/11/17, 18, 4, 11
2021/11/18, 10, 5, 11
2021/11/19, 10, 9, 7
2021/11/20, 8, 5, 6
2021/11/21, 7, 7, 9
2021/11/22, 12, 5, 12
2021/11/23, 8, 3, 13
2021/11/24, 9, 4, 11
2021/11/25, 7, 16, 13
2021/11/26, 24, 15, 9
2021/11/27, 21, 23, 8
2021/11/28, 26, 16, 10
2021/11/29, 22, 9, 10
2021/11/30, 19, 13, 13
2021/12/1, 30, 5, 10
2021/12/2, 16, 8,
2021/12/3, 25, 9, 17
2021/12/4, 29, 4, 7
2021/12/5, 12, 7, 17
2021/12/6, 19, 15, 31
2021/12/7, 41, 13, 19
2021/12/8, 35, 5, 5
2021/12/9, 15, 6, 6
2021/12/10, 19, 8, 10
2021/12/11, 28, 21, 18
2021/12/12, 58, 10, 12
2021/12/13, 31, 5, 9
2021/12/14, 15, 5, 9
2021/12/15, 14, 8, 9
2021/12/16, 9, 10, 11
2021/12/17, 13, 5, 8
2021/12/18, 11, 12, 3
2021/12/19, 9, 22, 9
2021/12/20, 19, 14, 15
2021/12/21, 24, 27, 22
2021/12/22, 48, 6, 8
2021/12/23, 17, 8, 4
2021/12/24, 19, 2, 5
2021/12/25, 7, 4, 10
2021/12/26, 12, 7, 13
2021/12/27, 22, 9, 6
2021/12/28, 29, 29, 12
2021/12/29, 68, 18, 8
2021/12/30, 54, 4, 8
2021/12/31, 14, 7, 6
2022/1/1, 21, 4, 6
2022/1/2, 12, 6, 11
2021/7/1, 14, 14, 12
2021/7/2, 25, 13, 6
2021/7/3, 30, 12, 6
2021/7/4, 28, 12, 7
2021/7/5, 25, 11, 5
2021/7/6, 25, 13, 7
2021/7/7, 36, 13, 7
2021/7/8, 24, 11, 18
2021/7/9, 20, 11, 6
2021/7/10, 32, 7, 4
2021/7/11, 15, 11, 9
2021/7/12, 23, 12, 11
2021/7/13, 29, 13, 11
2021/7/14, 30, 18, 9
2021/7/15, 44, 12, 9
2021/7/16, 26, 13, 5
2021/7/17, 30, 10, 5
2021/7/18, 24, 5, 6
2021/7/19, 9, 8, 7
2021/7/20, 13, 6, 5
2021/7/21, 8, 11, 10
2021/7/22, 15, 9, 6
2021/7/23, 15, 7, 4
2021/7/24, 14, 7, 5
2021/7/25, 14, 8, 6
2021/7/26, 16, 17, 7
2021/7/27, 32, 18, 12
2021/7/28, 49, 11, 8
2021/7/29, 24, 6, 7
2021/7/30, 10, 9, 7
2021/7/31, 24, 9, 6
2021/8/1, 20, 8, 8
2021/8/2, 13, 4, 5
2021/8/3, 6, 7, 9
2021/8/4, 11, 5, 6
2021/8/5, 10, 7, 9
2021/8/6, 12, 7, 7
2021/8/7, 16, 5, 4
2021/8/8, 13, 10, 8
2021/8/9, 22, 10, 8
2021/8/10, 23, 10, 11
2021/8/11, 21, 11, 11
2021/8/12, 23, 13, 10
2021/8/13, 25, 7, 5
2021/8/14, 20, 4, 3
2021/8/15, 7, 6, 9
2021/8/16, 12, 6, 8
2021/8/17, 15, 5, 8
2021/8/18, 15, 5, 7
2021/8/19, 8, 8, 10
2021/8/20, 10, 5, 7
2021/8/21, 9, 5, 9
2021/8/22, 12, 7, 9
2021/8/23, 11, 6, 10
2021/8/24, 11, 6, 6
2021/8/25, 12, 4, 6
2021/8/26, 11, 7, 6
2021/8/27, 21, 12, 7
2021/8/28, 30, 12, 5
2021/8/29, 31, 12, 7
2021/8/30, 27, 10, 7
2021/8/31, 21, 10, 8
2021/9/1, 17, 9, 8
2021/9/2, 14, 7, 8
2021/9/3, 14, 6, 9
2021/9/4, 11, 6, 12
2021/9/5, 14, 9, 12
2021/9/6, 15, 10, 11
2021/9/7, 19, 10, 9
2021/9/8, 23, 13, 10
2021/9/9, 27, 15, 10
2021/9/10, 38, 18, 9
2021/9/11, 46, 15, 8
2021/9/12, 41, 6, 8
2021/9/13, 9, 10, 14
2021/9/14, 14, 8, 12
2021/9/15, 16, 6, 11
2021/9/16, 14, 9, 11
2021/9/17, 21, 6, 6
2021/9/18, 15, 6, 6
2021/9/19, 17, 9, 11
2021/9/20, 21, 14, 19
2021/9/21, 30, 10, 12
2021/9/22, 22, 6, 8
2021/9/23, 17, 3, 7
2021/9/24, 5, 6, 8
2021/9/25, 16, 7, 12
2021/9/26, 15, 3, 4
2021/9/27, 8, 7, 2
2021/9/28, 19, 14, 3
2021/9/29, 35, 18, 3
2021/9/30, 43, 7, 4
2021/4/1, 13, 19, 6
2021/4/2, 13, 14, 4
2021/4/3, 10, 30, 4
2021/4/4, 21, 13, 3
2021/4/5, 15, 20, 5
2021/4/6, 12, 22, 8
2021/4/7, 15, 44, 14
2021/4/8, 29, 11, 5
2021/4/9, 13, 13, 5
2021/4/10, 12, 16, 5
2021/4/11, 15, 20, 12
2021/4/12, 31, 20, 11
2021/4/13, 16, 24, 11
2021/4/14, 18, 61, 19
2021/4/15, 43, 40, 10
2021/4/16, 25, 23, 6
2021/4/17, 20, 24, 6
2021/4/18, 21, 35, 11
2021/4/19, 28, 28, 12
2021/4/20, 24, 39, 12
2021/4/21, 28, 17, 10
2021/4/22, 19, 10, 6
2021/4/23, 9, 10, 3
2021/4/24, 8, 8, 3
2021/4/25, 8, 11, 6
2021/4/26, 12, 19, 10
2021/4/27, 16, 34, 18
2021/4/28, 30, 20, 12
2021/4/29, 27, 26, 10
2021/4/30, 20, 17, 6
2021/5/1, 17, 8, 2
2021/5/2, 11, 27, 14
2021/5/3, 24, 31, 8
2021/5/4, 28, 5, 9
2021/5/5, 15, 3, 7
2021/5/6, 9, 9, 8
2021/5/7, 13, 20, 7
2021/5/8, 25, 15, 4
2021/5/9, 29, 22, 8
2021/5/10, 51, 37, 15
2021/5/11, 50, 34, 6
2021/5/12, 43, 34, 7
2021/5/13, 50, 34, 14
2021/5/14, 55, 13, 5
2021/5/15, 36, 11, 3
2021/5/16, 25, 9, 7
2021/5/17, 20, 19, 9
2021/5/18, 32, 31, 12
2021/5/19, 25, 22, 10
2021/5/20, 26, 16, 10
2021/5/21, 21, 11, 8
2021/5/22, 19, 14, 5
2021/5/23, 27, 10, 8
2021/5/24, 20, 12, 10
2021/5/25, 25, 5, 9
2021/5/26, 14, 2, 7
2021/5/27, 4, 10, 9
2021/5/28, 25, 15, 8
2021/5/29, 27, 18, 11
2021/5/30, 31, 19, 11
2021/5/31, 24, 14, 9
2021/6/1, 19, 20, 10
2021/6/2, 27, 33, 15
2021/6/3, 37, 24, 14
2021/6/4, 31, 24, 10
2021/6/5, 33, 20, 7
2021/6/6, 41, 31, 14
2021/6/7, 44, 25, 12
2021/6/8, 53, 26, 11
2021/6/9, 52, 21, 14
2021/6/10, 34, 17, 9
2021/6/11, 27, 12, 5
2021/6/12, 25, 6, 4
2021/6/13, 11, 11, 7
2021/6/14, 20, 9, 6
2021/6/15, 13, 14, 7
2021/6/16, 17, 19, 6
2021/6/17, 27, 22, 6
2021/6/18, 38, 20, 6
2021/6/19, 44, 26, 5
2021/6/20, 60, 21, 9
2021/6/21, 42, 27, 10
2021/6/22, 52, 12, 8
2021/6/23, 25, 12, 8
2021/6/24, 28, 13, 5
2021/6/25, 37, 10, 5
2021/6/26, 28, 10, 7
2021/6/27, 25, 13, 7
2021/6/28, 29, 15, 8
2021/6/29, 29, 12, 5
2021/6/30, 25, 10, 5
2021/1/12, 13, 6, 13
2021/1/13, 18, 9, 10
2021/1/14, 30, 6, 10
2021/1/15, 18, 5, 9
2021/1/16, 16, 6, 10
2021/1/17, 18, 10, 13
2021/1/18, 28, 16, 11
2021/1/19, 44, 20, 5
2021/1/20, 60, 9, 6
2021/1/21, 28, 5, 4
2021/1/22, 17, ,
2021/1/24, 31, 4, 10
2021/1/25, 13, 3, 9
2021/1/26, 7, 4, 10
2021/1/27, 12, 8, 14
2021/1/28, 22, 7, 8
2021/1/29, 23, ,
2021/2/1, 33, 12, 21
2021/2/2, 32, 8, 7
2021/2/3, 25, 7, 9
2021/2/4, 23, 9, 12
2021/2/5, 28, 7, 8
2021/2/6, 22, 5, 10
2021/2/7, 14, 4, 14
2021/2/8, 13, 5, 14
2021/2/9, 13, 7, 17
2021/2/10, 18, 5, 16
2021/2/11, 17, 6, 17
2021/2/12, 17, 5, 9
2021/2/13, 12, 4, 9
2021/2/14, 9, 12, 22
2021/2/15, 20, 8, 21
2021/2/16, 17, 5, 9
2021/2/17, 12, 6, 8
2021/2/18, 17, 26, 7
2021/2/19, 65, 17, 7
2021/2/20, 46, 14, 9
2021/2/21, 39, 21, 12
2021/2/22, 51, 21, 10
2021/2/23, 55, 16, 9
2021/2/24, 46, 11, 6
2021/2/25, 25, 24, 7
2021/2/26, 21, 48, 6
2021/2/27, 22, 54, 8
2021/2/28, 31, 54, 14
2021/3/1, 37, 72, 16
2021/3/2, 39, 16, 13
2021/3/3, 20, 41, 10
2021/3/4, 25, 35, 14
2021/3/5, 23, 33, 7
2021/3/6, 21, 21, 2
2021/3/7, 13, 34, 10
2021/3/8, 22, 22, 10
2021/3/9, 20, 9, 10
2021/3/10, 27, 15, 2
2021/3/11, 43, 17, 7
2021/3/12, 40, 12, 7
2021/3/13, 21, 34, 9
2021/3/14, 33, 71, 18
2021/3/15, 43, 37, 14
2021/3/16, 39, 51, 16
2021/3/17, 37, 32, 13
2021/3/18, 28, 29, 7
2021/3/19, 19, 29, 6
2021/3/20, 20, 17, 3
2021/3/21, 12, 33, 10
2021/3/22, 17, 50, 16
2021/3/23, 28, 28, 9
2021/3/24, 33, 32, 10
2021/3/25, 35, 30, 11
2021/3/26, 43, 41, 6
2021/3/27, 81, 16, 6
2021/3/28, 46, 7, 7
2021/3/29, 16, 11, 8
2021/3/30, 14, 6, 12
2021/3/31, 15, 18, 11
2020/10/1, 46, 62, 14
2020/10/2, 99, 56, 10
2020/10/3, 94, 45, 5
2020/10/4, 85, 14, 8
2020/10/5, 32, 12, 10
2020/10/6, 31, 9, 4
2020/10/7, 22, 9, 6
2020/10/8, 17, 7, 10
2020/10/9, 14, 8, 7
2020/10/10, 18, 4, 8
2020/10/11, 10, 5, 13
2020/10/12, 7, 5, 12
2020/10/13, 9, 4, 9
2020/10/14, 7, 7, 10
2020/10/15, 9, 5, 15
2020/10/16, 12, 6, 12
2020/10/17, 13, 3, 5
2020/10/18, 5, 5, 8
2020/10/19, 6, 8, 16
2020/10/20, 17, 18, 14
2020/10/21, 50, 6, 10
2020/10/22, 19, 5, 13
2020/10/23, 10, 6, 11
2020/10/24, 17, 7, 4
2020/10/25, 21, 10, 10
2020/10/26, 28, 12, 10
2020/10/27, 30, 8, 7
2020/10/28, 20, 12, 15
2020/10/29, 32, 17, 20
2020/10/30, 42, 12, 9
2020/10/31, 31, 8, 3
2020/11/1, 24, 8, 3
2020/11/2, 24, 6, 9
2020/11/3, 11, 9, 13
2020/11/4, 19, 7, 8
2020/11/5, 11, 10, 15
2020/11/6, 12, 6, 9
2020/11/7, 15, 9, 11
2020/11/8, 17, 8, 13
2020/11/9, 19, 12, 14
2020/11/10, 29, 18, 16
2020/11/11, 40, 28, 10
2020/11/12, 62, 12, 6
2020/11/13, 37, 12, 7
2020/11/14, 37, 16, 4
2020/11/15, 48, 25, 5
2020/11/16, 61, 6, 7
2020/11/17, 15, 4, 7
2020/11/18, 8, 7, 6
2020/11/19, 13, 8, 8
2020/11/20, 9, 2, 3
2020/11/21, 7, 7, 3
2020/11/22, 14, 7, 9
2020/11/23, 7, 5, 10
2020/11/24, 11, 8, 11
2020/11/25, 20, 11, 10
2020/11/26, 31, 5, 9
2020/11/27, 13, 7, 7
2020/11/28, 17, 9, 6
2020/11/29, 26, 12, 10
2020/11/30, 32, 10, 11
2020/12/1, 26, 12, 11
2020/12/2, 36, 16, 5
2020/12/3, 45, 9, 5
2020/12/4, 28, 22, 5
2020/12/5, 62, 23, 3
2020/12/6, 62, 13, 3
2020/12/7, 38, 16, 3
2020/12/8, 41, 12, 5
2020/12/9, 39, 21, 6
2020/12/10, 51, 20, 7
2020/12/11, 50, 15, 4
2020/12/12, 50, 19, 3
2020/12/13, 56, ,
2020/7/1, 13, 14, 9
2020/7/2, 17, 13, 9
2020/7/3, 13, 8, 7
2020/7/4, 11, 7, 6
2020/7/5, 14, 10, 5
2020/7/6, 12, 5, 7
2020/7/7, 7, 5, 14
2020/7/8, 9, 7, 10
2020/7/9, 9, 8, 7
2020/7/10, 14, 5, 6
2020/7/11, 11, 5, 7
2020/7/12, 9, 6, 8
2020/7/13, 11, 10, 9
2020/7/14, 18, 10, 6
2020/7/15, 22, 12, 12
2020/7/16, 22, 13, 12
2020/7/17, 16, 10, 6
2020/7/18, 16, 12, 6
2020/7/19, 24, 14, 7
2020/7/20, 27, 8, 7
2020/7/21, 9, 8, 6
2020/7/22, 6, 7, 6
2020/7/23, 6, 6, 8
2020/7/24, 6, 5, 6
2020/7/25, 8, 6, 4
2020/7/26, 12, 9, 8
2020/7/27, 18, 11, 3
2020/7/28, 26, 9, 8
2020/7/29, 18, 6, 8
2020/7/30, 10, 8, 8
2020/7/31, 18, 12, 7
2020/8/1, 26, 10, 4
2020/8/2, 23, 9, 8
2020/8/3, 16, 6, 9
2020/8/4, 8, 9, 7
2020/8/5, 13, 9, 11
2020/8/6, 16, 14, 12
2020/8/7, 22, 14, 6
2020/8/8, 19, 14, 8
2020/8/9, 27, 8, 9
2020/8/10, 12, 9, 11
2020/8/11, 13, 16, 14
2020/8/12, 17, 16, 11
2020/8/13, 26, 16, 11
2020/8/14, 31, 18, 13
2020/8/15, 32, 14, 8
2020/8/16, 29, 10, 8
2020/8/17, 19, 19, 13
2020/8/18, 28, 17, 10
2020/8/19, 28, 16, 12
2020/8/20, 21, 15, 8
2020/8/21, 28, 11, 7
2020/8/22, 25, 8, 5
2020/8/23, 16, 8, 11
2020/8/24, 14, 8, 13
2020/8/25, 8, 11, 15
2020/8/26, 11, 10, 12
2020/8/27, 10, 17, 15
2020/8/28, 14, 8, 12
2020/8/29, 15, 6, 10
2020/8/30, 14, 4, 7
2020/8/31, 8, 8, 12
2020/9/1, 16, 9, 14
2020/9/2, 19, 12, 10
2020/9/3, 31, 15, 12
2020/9/4, 30, 9, 6
2020/9/5, 16, 5, 8
2020/9/6, 11, 6, 15
2020/9/7, 10, 6, 10
2020/9/8, 9, 7, 8
2020/9/9, 17, 5, 8
2020/9/10, 6, 10, 15
2020/9/11, 11, 8, 6
2020/9/12, 20, 7, 5
2020/9/13, 16, 7, 13
2020/9/14, 16, 13, 11
2020/9/15, 33, 10, 9
2020/9/16, 20, 7, 6
2020/9/17, 6, 10, 13
2020/9/18, 14, 9, 14
2020/9/19, 15, 7, 9
2020/9/20, 17, 10, 9
2020/9/21, 19, 12, 13
2020/9/22, 23, 28, 14
2020/9/23, 53, 38, 14
2020/9/24, 74, 18, 17
2020/9/25, 38, 32, 12
2020/9/26, 66, 37, 9
2020/9/27, 66, 39, 12
2020/9/28, 64, 18, 12
2020/9/29, 42, 16, 12
2020/9/30, 39, 20, 12
2020/4/1, 19, 41, 9
2020/4/2, 23, 14, 6
2020/4/3, 11, 22, 9
2020/4/4, 16, 19, 10
2020/4/5, 24, 31, 10
2020/4/6, 50, 34, 14
2020/4/7, 57, 28, 12
2020/4/8, 30, 32, 9
2020/4/9, 23, 13, 6
2020/4/10, 11, 12, 7
2020/4/11, 13, 11, 3
2020/4/12, 22, 8, 2
2020/4/13, 8, 13, 5
2020/4/14, 11, 15, 9
2020/4/15, 12, 20, 5
2020/4/16, 14, 13, 8
2020/4/17, 10, 11, 5
2020/4/18, 13, 13, 7
2020/4/19, 13, 27, 14
2020/4/20, 20, 20, 12
2020/4/21, 15, 21, 11
2020/4/22, 15, 24, 11
2020/4/23, 17, 14, 11
2020/4/24, 12, 10, 7
2020/4/25, 9, 10, 4
2020/4/26, 12, 12, 7
2020/4/27, 16, 3, 13
2020/4/28, 9, 14, 16
2020/4/29, 19, 13, 9
2020/4/30, 29, 11, 2
2020/5/1, 29, 11, 6
2020/5/2, 20, 8, 9
2020/5/3, 15, 7, 11
2020/5/4, 14, 14, 14
2020/5/5, 16, 29, 17
2020/5/6, 20, 23, 11
2020/5/7, 14, 21, 10
2020/5/8, 28, 11, 5
2020/5/9, 13, 16, 3
2020/5/10, 24, 6, 6
2020/5/11, 7, 10, 11
2020/5/12, 10, 4, 11
2020/5/13, 7, 16, 15
2020/5/14, 15, 13, 10
2020/5/15, 12, 10, 6
2020/5/16, 10, 9, 5
2020/5/17, 9, 9, 12
2020/5/18, 10, 12, 12
2020/5/19, 12, 12, 11
2020/5/20, 13, 10, 7
2020/5/21, 12, 15, 9
2020/5/22, 20, 8, 4
2020/5/23, 17, 12, 4
2020/5/24, 28, 15, 12
2020/5/25, 26, 21, 14
2020/5/26, 25, 17, 11
2020/5/27, 23, 12, 9
2020/5/28, 13, 14, 12
2020/5/29, 16, 12, 6
2020/5/30, 13, 9, 5
2020/5/31, 8, 19, 12
2020/6/1, 14, 19, 6
2020/6/2, 18, 19, 9
2020/6/3, 21, 24, 12
2020/6/4, 35, 17, 8
2020/6/5, 34, 6, 5
2020/6/6, 17, 8, 3
2020/6/7, 12, 14, 12
2020/6/8, 19, 16, 14
2020/6/9, 22, 12, 11
2020/6/10, 12, 14, 9
2020/6/11, 12, 15, 10
2020/6/12, 20, 13, 7
2020/6/13, 19, 12, 8
2020/6/14, 17, 19, 13
2020/6/15, 22, 13, 15
2020/6/16, 27, 13, 15
2020/6/17, 30, 18, 15
2020/6/18, 36, 14, 8
2020/6/19, 31, 14, 4
2020/6/20, 33, 10, 6
2020/6/21, 20, 13, 9
2020/6/22, 20, 16, 12
2020/6/23, 21, 23, 13
2020/6/24, 28, 24, 13
2020/6/25, 29, 19, 10
2020/6/26, 27, 20, 8
2020/6/27, 33, 20, 8
2020/6/28, 40, 29, 12
2020/6/29, 39, 22, 12
2020/6/30, 22, 10, 10
2020/1/1, 17, 15, 9
2020/1/2, 38, 14, 8
2020/1/3, 20, 14, 5
2020/1/4, 13, 18, 9
2020/1/5, 14, 5, 13
2020/1/6, 12, 9, 12
2020/1/7, 22, 15, 10
2020/1/8, 22, 17, 25
2020/1/9, 33, 17, 28
2020/1/10, 40, 13, 11
2020/1/11, 28, 4, 9
2020/1/12, 10, 9, 22
2020/1/13, 21, 10, 8
2020/1/14, 29, 7, 10
2020/1/15, 14, 19, 14
2020/1/16, 25, 16, 10
2020/1/17, 42, 19, 8
2020/1/18, 47, 14, 12
2020/1/19, 12, 14, 15
2020/1/20, 16, 18, 19
2020/1/21, 17, 32, 13
2020/1/22, 18, 35, 26
2020/1/23, 24, 5, 24
2020/1/24, 12, 25, 17
2020/1/25, 21, 6, 10
2020/1/26, 13, 15, 13
2020/1/27, 39, 12, 7
2020/1/28, 39, 6, 10
2020/1/29, 20, 8, 20
2020/1/30, 24, 6, 15
2020/1/31, 17, 4, 8
2020/2/1, 13, 6, 5
2020/2/2, 7, 20, 20
2020/2/3, 18, 22, 24
2020/2/4, 30, 12, 14
2020/2/5, 11, 26, 20
2020/2/6, 22, 14, 23
2020/2/7, 26, 5, 8
2020/2/8, 17, 13, 4
2020/2/9, 40, 6, 7
2020/2/10, 15, 19, 13
2020/2/11, 22, 13, 13
2020/2/12, 17, 24, 20
2020/2/13, 16, 37, 30
2020/2/14, 29, 8, 9
2020/2/15, 24, 6, 5
2020/2/16, 19, 11, 8
2020/2/17, 15, 16, 8
2020/2/18, 20, 21, 16
2020/2/19, 20, 11, 14
2020/2/20, 17, 17, 10
2020/2/21, 23, 6, 4
2020/2/22, 8, 16, 6
2020/2/23, 15, 39, 20
2020/2/24, 23, 19, 19
2020/2/25, 21, 18, 10
2020/2/26, 15, 8, 13
2020/2/27, 16, 23, 22
2020/2/28, 19, 9, 15
2020/2/29, 23, 7, 4
2020/3/1, 21, 12, 14
2020/3/2, 22, 13, 19
2020/3/3, 40, 5, 13
2020/3/4, 16, 4, 15
2020/3/5, 11, 16, 21
2020/3/6, 18, 23, 15
2020/3/7, 45, 25, 6
2020/3/8, 53, 26, 11
2020/3/9, 45, 12, 13
2020/3/10, 34, 10, 10
2020/3/11, 18, 15, 14
2020/3/12, 18, 30, 10
2020/3/13, 16, 32, 8
2020/3/14, 16, 22, 3
2020/3/15, 22, 20, 13
2020/3/16, 23, 31, 11
2020/3/17, 24, 13, 13
2020/3/18, 18, 37, 12
2020/3/19, 22, 27, 10
2020/3/20, 21, 23, 7
2020/3/21, 17, 18, 11
2020/3/22, 16, 34, 11
2020/3/23, 20, 37, 11
2020/3/24, 30, 55, 9
2020/3/25, 49, 52, 13
2020/3/26, 57, 41, 15
2020/3/27, 61, 29, 7
2020/3/28, 44, 13, 5
2020/3/29, 12, 20, 7
2020/3/30, 13, 39, 13
2020/3/31, 21, 30, 13
2019/10/1, 13, 6, 17
2019/10/2, 10, 4, 11
2019/10/3, 10, 6, 18
2019/10/4, 13, 5, 13
2019/10/5, 11, 5, 13
2019/10/6, 10, 11, 21
2019/10/7, 14, 14, 29
2019/10/8, 23, 10, 25
2019/10/9, 21, 11, 21
2019/10/10, 28, 9, 16
2019/10/11, 21, 9, 11
2019/10/12, 20, 9, 15
2019/10/13, 17, 7, 17
2019/10/14, 16, 7, 16
2019/10/15, 19, 10, 16
2019/10/16, 27, 8, 14
2019/10/17, 22, 11, 14
2019/10/18, 29, 10, 8
2019/10/19, 27, 11, 15
2019/10/20, 30, 8, 14
2019/10/21, 21, 11, 12
2019/10/22, 26, 13, 20
2019/10/23, 23, 17, 14
2019/10/24, 40, 23, 9
2019/10/25, 57, 8, 15
2019/10/26, 18, 5, 13
2019/10/27, 16, 7, 16
2019/10/28, 11, 10, 16
2019/10/29, 11, 18, 26
2019/10/30, 20, 23, 22
2019/10/31, 21, 17, 25
2019/11/1, 29, 23, 17
2019/11/2, 57, 20, 11
2019/11/3, 53, 16, 19
2019/11/4, 16, 14, 14
2019/11/5, 15, 18, 19
2019/11/6, 18, 16, 25
2019/11/7, 29, 13, 17
2019/11/8, 33, 14, 11
2019/11/9, 42, 4, 7
2019/11/10, 12, 6, 13
2019/11/11, 17, 11, 8
2019/11/12, 36, 14, 25
2019/11/13, 43, 9, 17
2019/11/14, 29, 21, 22
2019/11/15, 52, 20, 10
2019/11/16, 50, 15, 8
2019/11/17, 40, 19, 14
2019/11/18, 47, 19, 8
2019/11/19, 52, 9, 9
2019/11/20, 25, ,
2019/11/22, 49, ,
2019/11/24, 51, 32, 17
2019/11/25, 61, 23, 13
2019/11/26, 53, 20, 14
2019/11/27, 52, 14, 11
2019/11/28, 44, 6, 17
2019/11/29, 15, 18, 15
2019/11/30, 15, 9, 18
2019/12/1, 14, 17, 27
2019/12/2, 12, 5, 25
2019/12/3, 12, 6, 21
2019/12/4, 17, 13, 13
2019/12/5, 26, 6, 18
2019/12/6, 15, 3, 11
2019/12/7, 7, 4, 8
2019/12/8, 13, 8, 15
2019/12/9, 15, 6, 25
2019/12/10, 15, 7, 11
2019/12/11, 16, 15, 12
2019/12/12, 38, 18, 11
2019/12/13, 53, 9, 4
2019/12/14, 29, 6, 11
2019/12/15, 18, 6, 20
2019/12/16, 17, 13, 25
2019/12/17, 32, 6, 17
2019/12/18, 14, 11, 24
2019/12/19, 28, 20, 8
2019/12/20, 52, 36, 6
2019/12/21, 81, 12, 19
2019/12/22, 37, 25, 30
2019/12/23, 36, 24, 25
2019/12/24, 46, 13, 14
2019/12/25, 36, 6, 10
2019/12/26, 17, 8, 9
2019/12/27, 17, 7, 17
2019/12/28, 18, 11, 8
2019/12/29, 34, ,
2019/7/1, 23, 13, 14
2019/7/2, 15, 12, 17
2019/7/3, 12, 18, 22
2019/7/4, 12, 8, 11
2019/7/5, 9, 5, 11
2019/7/6, 9, 7, 9
2019/7/7, 17, 7, 10
2019/7/8, 13, 9, 9
2019/7/9, 19, 10, 13
2019/7/10, 18, 12, 12
2019/7/11, 22, 13, 18
2019/7/12, 28, 12, 15
2019/7/13, 28, 9, 16
2019/7/14, 15, 11, 20
2019/7/15, 23, 9, 15
2019/7/16, 12, 10, 21
2019/7/17, 19, 23, 21
2019/7/18, 29, 21, 23
2019/7/19, 26, 11, 9
2019/7/20, 20, 10, 9
2019/7/21, 21, 15, 17
2019/7/22, 37, 11, 16
2019/7/23, 18, 9, 16
2019/7/24, 13, 13, 18
2019/7/25, 16, 14, 19
2019/7/26, 23, 16, 18
2019/7/27, 36, 18, 16
2019/7/28, 40, 18, 16
2019/7/29, 30, 9, 9
2019/7/30, 16, 8, 14
2019/7/31, 13, 12, 10
2019/8/1, 20, 20, 16
2019/8/2, 26, 12, 10
2019/8/3, 21, 8, 13
2019/8/4, 17, 12, 16
2019/8/5, 23, 19, 22
2019/8/6, 37, 16, 18
2019/8/7, 29, 27, 23
2019/8/8, 36, 15, 24
2019/8/9, 32, 12, 9
2019/8/10, 33, 10, 9
2019/8/11, 25, 13, 15
2019/8/12, 24, 12, 15
2019/8/13, 20, 12, 19
2019/8/14, 17, 10, 20
2019/8/15, 16, 12, 11
2019/8/16, 30, 11, 7
2019/8/17, 25, 11, 8
2019/8/18, 29, 10, 20
2019/8/19, 20, 15, 18
2019/8/20, 22, 18, 21
2019/8/21, 25, 15, 20
2019/8/22, 21, 11, 21
2019/8/23, 23, 13, 13
2019/8/24, 32, 13, 9
2019/8/25, 32, 17, 27
2019/8/26, 34, 24, 24
2019/8/27, 44, 22, 12
2019/8/28, 46, 22, 14
2019/8/29, 50, 17, 19
2019/8/30, 40, 12, 13
2019/8/31, 22, 15, 8
2019/9/1, 39, 12, 20
2019/9/2, 28, 10, 18
2019/9/3, 14, 8, 17
2019/9/4, 11, 8, 14
2019/9/5, 16, 7, 15
2019/9/6, 13, 6, 9
2019/9/7, 11, 8, 16
2019/9/8, 20, 7, 15
2019/9/9, 18, 17, 14
2019/9/10, 42, 18, 16
2019/9/11, 39, 9, 11
2019/9/12, 17, 7, 12
2019/9/13, 12, 6, 9
2019/9/14, 8, 5, 11
2019/9/15, 9, 5, 10
2019/9/16, 6, 6, 19
2019/9/17, 8, 7, 14
2019/9/18, 9, 5, 20
2019/9/19, 8, 9, 24
