date, pm25, pm10, no2
2019/9/20, 15, 6, 14
2019/9/21, 11, 8, 15
2019/9/22, 15, 5, 16
2019/9/23, 12, 6, 17
2019/9/24, 10, 9, 24
2019/9/25, 15, 11, 20
2019/9/26, 22, 11, 15
2019/9/27, 24, 21, 13
2019/9/28, 51, 16, 14
2019/9/29, 46, 13, 21
2019/9/30, 36, 7, 16
2019/4/1, 23, 64, 13
2019/4/2, 32, 54, 8
2019/4/3, 44, 57, 10
2019/4/4, 61, 59, 25
2019/4/5, 67, 51, 10
2019/4/6, 67, 47, 12
2019/4/7, 70, 26, 13
2019/4/8, 35, 29, 13
2019/4/9, 21, 24, 17
2019/4/10, 22, 45, 23
2019/4/11, 35, 47, 27
2019/4/12, 34, 31, 17
2019/4/13, 25, 29, 18
2019/4/14, 25, 49, 31
2019/4/15, 38, 47, 27
2019/4/16, 33, 52, 33
2019/4/17, 39, 70, 44
2019/4/18, 60, 57, 30
2019/4/19, 50, 54, 25
2019/4/20, 51, 42, 9
2019/4/21, 44, 36, 10
2019/4/22, 39, 51, 23
2019/4/23, 60, 60, 18
2019/4/24, 78, 66, 20
2019/4/25, 100, 59, 27
2019/4/26, 90, 53, 19
2019/4/27, 79, 42, 13
2019/4/28, 65, 40, 24
2019/4/29, 41, 47, 28
2019/4/30, 43, 33, 15
2019/5/1, 45, 13, 20
2019/5/2, 30, 13, 18
2019/5/3, 17, 18, 18
2019/5/4, 20, 18, 14
2019/5/5, 20, 24, 12
2019/5/6, 25, 25, 20
2019/5/7, 19, 30, 18
2019/5/8, 20, 27, 9
2019/5/9, 26, 36, 25
2019/5/10, 41, 28, 20
2019/5/11, 46, 20, 16
2019/5/12, 30, 18, 19
2019/5/13, 19, 29, 25
2019/5/14, 21, 39, 28
2019/5/15, 26, 42, 32
2019/5/16, 33, 28, 23
2019/5/17, 24, 27, 18
2019/5/18, 27, 24, 21
2019/5/19, 41, 29, 22
2019/5/20, 52, 36, 26
2019/5/21, 55, 38, 29
2019/5/22, 59, 29, 25
2019/5/23, 51, 26, 21
2019/5/24, 40, 16, 12
2019/5/25, 23, 9, 13
2019/5/26, 14, 8, 12
2019/5/27, 13, 16, 17
2019/5/28, 20, 22, 20
2019/5/29, 20, 20, 10
2019/5/30, 15, 13, 16
2019/5/31, 15, 11, 13
2019/6/1, 14, 10, 10
2019/6/2, 19, 13, 8
2019/6/3, 21, 26, 21
2019/6/4, 34, 25, 21
2019/6/5, 46, 29, 17
2019/6/6, 58, 30, 12
2019/6/7, 61, 20, 10
2019/6/8, 47, 15, 10
2019/6/9, 21, 16, 18
2019/6/10, 18, 23, 30
2019/6/11, 33, 16, 14
2019/6/12, 18, 20, 17
2019/6/13, 43, 19, 17
2019/6/14, 45, 14, 18
2019/6/15, 25, 12, 18
2019/6/16, 18, 15, 22
2019/6/17, 19, 17, 17
2019/6/18, 25, 20, 21
2019/6/19, 30, 20, 12
2019/6/20, 35, 18, 10
2019/6/21, 38, 8, 7
2019/6/22, 12, 8, 9
2019/6/23, 11, 12, 19
2019/6/24, 14, 12, 10
2019/6/25, 13, 13, 25
2019/6/26, 32, 15, 15
2019/6/27, 35, 12, 16
2019/6/28, 12, 12, 14
2019/6/29, 17, 13, 13
2019/6/30, 21, 18, 13
2019/1/1, 15, 8, 7
2019/1/2, 9, 4, 22
2019/1/3, 10, 5, 17
2019/1/4, 11, 5, 14
2019/1/5, 15, 9, 14
2019/1/6, 27, 7, 24
2019/1/7, 20, 6, 20
2019/1/8, 18, 3, 13
2019/1/9, 9, 5, 23
2019/1/10, 13, 11, 17
2019/1/11, 15, 18, 18
2019/1/12, 16, 18, 23
2019/1/13, 28, 7, 15
2019/1/14, 18, 27, 22
2019/1/15, 19, 31, 25
2019/1/16, 24, 7, 18
2019/1/17, 15, 4, 27
2019/1/18, 10, 4, 18
2019/1/19, 11, 4, 18
2019/1/20, 11, 9, 34
2019/1/21, 23, 12, 17
2019/1/22, 33, 18, 24
2019/1/23, 49, 27, 36
2019/1/24, 62, 28, 33
2019/1/25, 65, 14, 22
2019/1/26, 44, 14, 16
2019/1/27, 47, 16, 17
2019/1/28, 47, 19, 19
2019/1/29, 51, 15, 22
2019/1/30, 43, 19, 28
2019/1/31, 52, 13, 18
2019/2/1, 38, 13, 16
2019/2/2, 39, 9, 9
2019/2/3, 29, 10, 20
2019/2/4, 28, 11, 20
2019/2/5, 32, 9, 23
2019/2/6, 26, 10, 21
2019/2/7, 27, 12, 14
2019/2/8, 37, 9, 9
2019/2/9, 30, 9, 8
2019/2/10, 23, 12, 15
2019/2/11, 30, 48, 22
2019/2/12, 31, 48, 23
2019/2/13, 23, 10, 25
2019/2/14, 23, 11, 23
2019/2/15, 30, 30, 13
2019/2/16, 47, 62, 24
2019/2/17, 59, 49, 14
2019/2/18, 47, 27, 19
2019/2/19, 64, 36, 16
2019/2/20, 35, 71, 22
2019/2/21, 37, 113, 32
2019/2/22, 57, 65, 11
2019/2/23, 40, 17, 10
2019/2/24, 41, 60, 20
2019/2/25, 44, 81, 24
2019/2/26, 40, 65, 23
2019/2/27, 44, 67, 13
2019/2/28, 38, 67, 25
2019/3/1, 32, 59, 15
2019/3/2, 29, 25, 17
2019/3/3, 24, 6, 14
2019/3/4, 15, 20, 15
2019/3/5, 19, 30, 23
2019/3/6, 23, 16, 13
2019/3/7, 38, 11, 15
2019/3/8, 33, 7, 16
2019/3/9, 19, 24, 13
2019/3/10, 23, 68, 18
2019/3/11, 32, 86, 24
2019/3/12, 46, 54, 9
2019/3/13, 34, 12, 15
2019/3/14, 30, 11, 15
2019/3/15, 25, 7, 17
2019/3/16, 17, 6, 8
2019/3/17, 16, 4, 19
2019/3/18, 10, 20, 19
2019/3/19, 14, 35, 25
2019/3/20, 24, 18, 21
2019/3/21, 21, 26, 26
2019/3/22, 21, 41, 8
2019/3/23, 27, 39, 11
2019/3/24, 24, 44, 15
2019/3/25, 24, 52, 21
2019/3/26, 23, 61, 31
2019/3/27, 33, 72, 34
2019/3/28, 42, 61, 15
2019/3/29, 35, 48, 12
2019/3/30, 38, 29, 9
2019/3/31, 31, 43, 23
2018/10/1, 22, 12, 20
2018/10/2, 27, 8, 18
2018/10/3, 14, 11, 27
2018/10/4, 16, 8, 16
2018/10/5, 13, 8, 16
2018/10/6, 15, 8, 18
2018/10/7, 14, 8, 11
2018/10/8, 15, 8, 12
2018/10/9, 17, 16, 20
2018/10/10, 27, 15, 13
2018/10/11, 34, 30, 13
2018/10/12, 65, 37, 10
2018/10/13, 77, 39, 9
2018/10/14, 81, 38, 15
2018/10/15, 75, 33, 25
2018/10/16, 65, 29, 21
2018/10/17, 63, 32, 23
2018/10/18, 67, 23, 33
2018/10/19, 47, , 26
2018/10/29, 14, 8, 5
2018/10/30, 19, 16, 7
2018/10/31, 39, 14, 16
2018/11/1, 31, 29, 9
2018/11/2, 64, 19, 10
2018/11/3, 41, 11, 11
2018/11/4, 18, 10, 11
2018/11/5, 26, 17, 6
2018/11/6, 47, 25, 13
2018/11/7, 64, 26, 20
2018/11/8, 66, 21, 14
2018/11/9, 56, 15, 6
2018/11/10, 42, 22, 6
2018/11/11, 57, 17, 12
2018/11/12, 53, 15, 26
2018/11/13, 41, 13, 24
2018/11/14, 32, 14, 15
2018/11/15, 32, 19, 13
2018/11/16, 43, 25, 14
2018/11/17, 54, 18, 9
2018/11/18, 37, 20, 22
2018/11/19, 24, 26, 28
2018/11/20, 36, 23, 20
2018/11/21, 33, 18, 21
2018/11/22, 26, 16, 22
2018/11/23, 39, 16, 18
2018/11/24, 39, 9, 19
2018/11/25, 25, 18, 27
2018/11/26, 24, 24, 27
2018/11/27, 50, 17, 32
2018/11/28, 39, 14, 7
2018/11/29, 33, 16, 7
2018/11/30, 47, 19, 7
2018/12/1, 57, 22, 8
2018/12/2, 59, 18, 7
2018/12/3, 54, 9, 18
2018/12/4, 28, 16, 20
2018/12/5, 13, 17, 23
2018/12/6, 32, 13, 15
2018/12/7, 35, 7, 9
2018/12/8, 22, 4, 9
2018/12/9, 10, 5, 18
2018/12/10, 12, 9, 15
2018/12/11, 28, 8, 18
2018/12/12, 25, 7, 18
2018/12/13, 20, 9, 24
2018/12/14, 28, 17, 18
2018/12/15, 39, 12, 14
2018/12/16, 35, 9, 27
2018/12/17, 23, 18, 21
2018/12/18, 43, 19, 18
2018/12/19, 53, 16, 6
2018/12/20, 49, 14, 15
2018/12/21, 37, 11, 15
2018/12/22, 33, 8, 10
2018/12/23, 26, 7, 10
2018/12/24, 24, 6, 13
2018/12/25, 18, 4, 13
2018/12/26, 11, 6, 18
2018/12/27, 17, 7, 22
2018/12/28, 22, 7, 14
2018/12/29, 24, 11, 13
2018/12/30, 32, ,
2018/7/1, 9, 13, 14
2018/7/2, 16, 19, 20
2018/7/3, 24, 18, 19
2018/7/4, 21, 17, 21
2018/7/5, 19, 20, 20
2018/7/6, 23, 16, 10
2018/7/7, 28, 13, 10
2018/7/8, 21, 14, 18
2018/7/9, 20, 18, 18
2018/7/10, 25, 18, 19
2018/7/11, 30, 19, 16
2018/7/12, 35, 25, 25
2018/7/13, 42, 18, 17
2018/7/14, 32, 15, 13
2018/7/15, 33, 20, 23
2018/7/16, 40, 24, 25
2018/7/17, 47, 26, 22
2018/7/18, 53, 24, 22
2018/7/19, 47, 25, 24
2018/7/20, 41, 21, 14
2018/7/21, 49, 16, 12
2018/7/22, 33, 16, 19
2018/7/23, 25, 17, 16
2018/7/24, 25, 16, 12
2018/7/25, 25, 18, 19
2018/7/26, 29, 22, 24
2018/7/27, 44, 23, 19
2018/7/28, 49, 27, 8
2018/7/29, 55, 22, 13
2018/7/30, 49, 22, 12
2018/7/31, 48, 26, 9
2018/8/1, 50, 32, 18
2018/8/2, 59, 20, 21
2018/8/3, 33, 11, 14
2018/8/4, 17, 10, 13
2018/8/5, 16, 13, 17
2018/8/6, 12, 13, 19
2018/8/7, 13, 18, 11
2018/8/8, 20, 25, 24
2018/8/9, 41, 24, 8
2018/8/10, 48, 13, 10
2018/8/11, 19, 7, 17
2018/8/12, 12, 9, 16
2018/8/13, 11, 13, 22
2018/8/14, 17, 9, 26
2018/8/15, 14, 14, 16
2018/8/16, 17, 16, 14
2018/8/17, 32, 13, 9
2018/8/18, 24, 10, 9
2018/8/19, 16, 15, 21
2018/8/20, 19, 11, 15
2018/8/21, 13, 16, 16
2018/8/22, 15, 17, 20
2018/8/23, 23, 20, 15
2018/8/24, 35, 11, 12
2018/8/25, 22, 8, 21
2018/8/26, 16, 9, 18
2018/8/27, 17, 10, 15
2018/8/28, 19, 16, 18
2018/8/29, 36, 11, 15
2018/8/30, 25, 11, 23
2018/8/31, 28, 13, 13
2018/9/1, 31, 13, 19
2018/9/2, 31, 18, 26
2018/9/3, 34, 23, 32
2018/9/4, 37, 20, 27
2018/9/5, 44, 20, 21
2018/9/6, 41, 24, 19
2018/9/7, 53, 33, 13
2018/9/8, 61, 15, 16
2018/9/9, 32, 11, 9
2018/9/10, 22, 14, 14
2018/9/11, 31, 12, 11
2018/9/12, 17, 11, 19
2018/9/13, 13, 11, 15
2018/9/14, 14, 8, 11
2018/9/15, 13, 6, 12
2018/9/16, 9, 7, 18
2018/9/17, 13, 14, 16
2018/9/18, 22, 18, 14
2018/9/19, 34, 14, 20
2018/9/20, 23, 11, 16
2018/9/21, 19, , 13
2018/9/28, 8, 5, 14
2018/9/29, 8, 6, 13
2018/9/30, 11, 12, 21
2018/4/1, 41, 45, 9
2018/4/2, 40, 78, 36
2018/4/3, 43, 42, 13
2018/4/4, 42, 19, 16
2018/4/5, 46, 21, 26
2018/4/6, 27, 43, 18
2018/4/7, 23, 60, 18
2018/4/8, 46, 61, 28
2018/4/9, 74, 50, 22
2018/4/10, 38, 61, 25
2018/4/11, 33, 60, 23
2018/4/12, 40, 67, 30
2018/4/13, 46, 62, 25
2018/4/14, 53, 67, 22
2018/4/15, 70, 64, 31
2018/4/16, 71, 67, 25
2018/4/17, 60, 51, 27
2018/4/18, 52, 58, 29
2018/4/19, 44, 63, 30
2018/4/20, 55, 58, 14
2018/4/21, 53, 44, 14
2018/4/22, 21, 33, 8
2018/4/23, 17, 28, 20
2018/4/24, 26, 30, 25
2018/4/25, 23, 34, 25
2018/4/26, 24, 41, 28
2018/4/27, 28, 37, 24
2018/4/28, 29, 28, 27
2018/4/29, 38, 30, 21
2018/4/30, 37, 15, 9
2018/5/1, 18, 36, 19
2018/5/2, 31, 22, 8
2018/5/3, 37, 49, 24
2018/5/4, 37, 50, 15
2018/5/5, 35, 41, 13
2018/5/6, 41, 66, 26
2018/5/7, 44, 55, 30
2018/5/8, 46, 37, 9
2018/5/9, 29, 32, 7
2018/5/10, 33, 40, 7
2018/5/11, 48, 41, 4
2018/5/12, 49, 42, 20
2018/5/13, 50, 70, 34
2018/5/14, 56, 76, 40
2018/5/15, 66, 75, 51
2018/5/16, 62, 70, 16
2018/5/17, 54, 51, 16
2018/5/18, 28, 36, 20
2018/5/19, 22, 29, 13
2018/5/20, 20, 44, 27
2018/5/21, 37, 44, 25
2018/5/22, 41, 51, 26
2018/5/23, 40, 43, 26
2018/5/24, 26, 37, 21
2018/5/25, 25, 34, 25
2018/5/26, 36, 32, 16
2018/5/27, 33, 36, 19
2018/5/28, 25, 45, 38
2018/5/29, 41, 45, 23
2018/5/30, 47, 34, 17
2018/5/31, 27, 35, 26
2018/6/1, 27, ,
2018/6/5, 13, 20, 13
2018/6/6, 13, 30, 20
2018/6/7, 24, 30, 19
2018/6/8, 21, 18, 13
2018/6/9, 15, 22, 17
2018/6/10, 26, 25, 27
2018/6/11, 40, 22, 17
2018/6/12, 30, 16, 12
2018/6/13, 16, 15, 8
2018/6/14, 20, 23, 21
2018/6/15, 34, 21, 12
2018/6/16, 28, 17, 9
2018/6/17, 31, 20, 19
2018/6/18, 29, 25, 14
2018/6/19, 28, 22, 19
2018/6/20, 24, 13, 23
2018/6/21, 21, 10, 7
2018/6/22, 13, 9, 8
2018/6/23, 9, 9, 8
2018/6/24, 12, 15, 14
2018/6/25, 12, 23, 21
2018/6/26, 20, 21, 22
2018/6/27, 25, 26, 25
2018/6/28, 26, 19, 10
2018/6/29, 16, 10, 9
2018/6/30, 11, 8, 8
2018/1/1, 24, 3, 11
2018/1/2, 9, 5, 9
2018/1/3, 14, 8, 10
2018/1/4, 24, 5, 13
2018/1/5, 15, 6, 8
2018/1/6, 14, 33, 7
2018/1/7, 17, 33, 15
2018/1/8, 24, 4, 14
2018/1/9, 16, 14, 17
2018/1/10, 38, 4, 15
2018/1/11, 15, 7, 12
2018/1/12, 18, 32, 7
2018/1/13, 25, 32, 6
2018/1/14, 27, 31, 7
2018/1/15, 45, 20, 5
2018/1/16, 50, 13, 10
2018/1/17, 39, 21, 15
2018/1/18, 58, 15, 21
2018/1/19, 45, 12, 17
2018/1/20, 38, 21, 30
2018/1/21, 58, 11, 21
2018/1/22, 37, 11, 17
2018/1/23, 32, 11, 10
2018/1/24, 32, 6, 6
2018/1/25, 13, 9, 17
2018/1/26, 23, 5, 10
2018/1/27, 18, 8, 11
2018/1/28, 17, 7, 10
2018/1/29, 21, 6, 17
2018/1/30, 18, 6, 11
2018/1/31, 16, 11, 15
2018/2/1, 14, 7, 16
2018/2/2, 21, 7, 7
2018/2/3, 22, 8, 11
2018/2/4, 25, 10, 21
2018/2/5, 21, 9, 20
2018/2/6, 25, 12, 16
2018/2/7, 31, 14, 24
2018/2/8, 40, 11, 21
2018/2/9, 22, 14, 20
2018/2/10, 36, 7, 8
2018/2/11, 25, 15, 5
2018/2/12, 50, 3, 7
2018/2/13, 9, 5, 18
2018/2/14, 15, 12, 17
2018/2/15, 33, 15, 10
2018/2/16, 45, 17, 17
2018/2/17, 50, 16, 18
2018/2/18, 50, 16, 20
2018/2/19, 48, 14, 23
2018/2/20, 45, 16, 29
2018/2/21, 35, 16, 35
2018/2/22, 38, 14, 26
2018/2/23, 37, 10, 20
2018/2/24, 25, 13, 19
2018/2/25, 23, 7, 23
2018/2/26, 16, 6, 20
2018/2/27, 18, 7, 19
2018/2/28, 20, 9, 27
2018/3/1, 24, 7, 28
2018/3/2, 20, 10, 26
2018/3/3, 24, 11, 28
2018/3/4, 32, 12, 23
2018/3/5, 34, 18, 31
2018/3/6, 49, 21, 33
2018/3/7, 55, 18, 29
2018/3/8, 51, 23, 26
2018/3/9, 62, 26, 23
2018/3/10, 63, 16, 20
2018/3/11, 50, 18, 11
2018/3/12, 53, 23, 23
2018/3/13, 57, 31, 19
2018/3/14, 27, 61, 24
2018/3/15, 36, 68, 21
2018/3/16, 44, 101, 18
2018/3/17, 53, 107, 18
2018/3/18, 54, 76, 25
2018/3/19, 43, 60, 22
2018/3/20, 32, 84, 32
2018/3/21, 52, 50, 29
2018/3/22, 28, 65, 33
2018/3/23, 36, 32, 12
2018/3/24, 30, 37, 15
2018/3/25, 40, 42, 16
2018/3/26, 28, 82, 29
2018/3/27, 43, 114, 42
2018/3/28, 62, 84, 28
2018/3/29, 48, 54, 19
2018/3/30, 32, 56, 19
2018/3/31, 35, 40, 15
2017/10/4, 13, 6, 12
2017/10/5, 9, 6, 10
2017/10/6, 8, 4, 10
2017/10/7, 13, 2, 5
2017/10/8, 8, 3, 11
2017/10/9, 7, 5, 6
2017/10/10, 12, 7, 12
2017/10/11, 12, 4, 8
2017/10/12, 10, 4, 9
2017/10/13, 9, 5, 8
2017/10/14, 11, 11, 10
2017/10/15, 21, 13, 10
2017/10/16, 28, 13, 9
2017/10/17, 26, 4, 11
2017/10/18, 10, 10, 22
2017/10/19, 19, 14, 25
2017/10/20, 25, 7, 10
2017/10/21, 14, 7, 11
2017/10/22, 17, 5, 15
2017/10/23, 11, , 9
2017/10/30, 11, 18, 19
2017/10/31, 13, 6, 17
2017/11/1, 17, 6, 14
2017/11/2, 15, 13, 16
2017/11/3, 16, 6, 6
2017/11/4, 14, 24, 5
2017/11/5, 58, 19, 16
2017/11/6, 21, 12, 21
2017/11/7, 27, 15, 23
2017/11/8, 30, 18, 9
2017/11/9, 42, 13, 13
2017/11/10, 25, 4, 10
2017/11/11, 13, 4, 7
2017/11/12, 11, 5, 16
2017/11/13, 10, 8, 17
2017/11/14, 12, 5, 14
2017/11/15, 12, 8, 20
2017/11/16, 13, 10, 11
2017/11/17, 15, 9, 9
2017/11/18, 14, 9, 11
2017/11/19, 24, 4, 11
2017/11/20, 10, 6, 13
2017/11/21, 17, ,
2017/11/23, 52, 10, 11
2017/11/24, 26, 9, 13
2017/11/25, 23, 12, 14
2017/11/26, 29, 6, 13
2017/11/27, 13, 4, 9
2017/11/28, 11, 4, 10
2017/11/29, 12, 6, 19
2017/11/30, 17, 4, 12
2017/12/1, 12, 3, 9
2017/12/2, 9, 2, 8
2017/12/3, 7, 17, 16
2017/12/4, 14, 5, 16
2017/12/5, 14, 5, 26
2017/12/6, 13, 7, 15
2017/12/7, 15, 10, 7
2017/12/8, 14, 5, 4
2017/12/9, 12, 5, 10
2017/12/10, 12, 10, 19
2017/12/11, 26, 8, 15
2017/12/12, 23, 6, 12
2017/12/13, 15, 9, 8
2017/12/14, 29, 5, 15
2017/12/15, 15, 6, 11
2017/12/16, 19, 7, 11
2017/12/17, 18, 11, 17
2017/12/18, 29, 9, 15
2017/12/19, 27, 10, 11
2017/12/20, 30, 6, 19
2017/12/21, 17, 4, 19
2017/12/22, 13, 3, 9
2017/12/23, 11, 3, 9
2017/12/24, 9, 5, 10
2017/12/25, 14, 4, 6
2017/12/26, 16, 4, 7
2017/12/27, 10, 20, 6
2017/12/28, 55, 14, 13
2017/12/29, 42, 6, 9
2017/12/30, 16, ,
2023/10/10, , 11, 7
2023/4/4, , 11, 15
2022/8/16, , 24, 16
2022/5/22, , 22, 11
2021/1/11, , 4, 16
2021/1/23, , 12, 12
2021/1/31, , 13, 25
2019/12/31, , 13, 10
2019/11/21, , 17, 6
2019/11/23, , 25, 6
2018/12/31, , 5, 5
2018/10/28, , 14, 18
2018/9/27, , 5, 16
2018/6/4, , 27, 13
2017/12/31, , 8, 5
2017/10/3, , 8, 17
2017/10/29, , 8, 7
2017/11/22, , 19, 10
2018/10/20, , , 10
2018/10/21, , , 16
2018/10/22, , , 13
2018/10/23, , , 16
2018/10/24, , , 25
2018/10/25, , , 23
2018/10/26, , , 8
2018/10/27, , , 12
2018/9/22, , , 10
2018/9/23, , , 13
2018/9/24, , , 18
2018/9/25, , , 13
2018/9/26, , , 20
2018/6/3, , , 12
2017/10/24, , , 5
2017/10/25, , , 10
2017/10/26, , , 14
2017/10/27, , , 9
2017/10/28, , , 4
