date, pm25, pm10, o3, no2, co
2024/11/1, 80, 29, 11, 11, 
2024/11/2, 65, 15, 14, 8, 
2024/11/3, 50, 23, 9, 10, 
2024/11/4, 42, 28, 8, 16, 
2024/11/5, 68, 32, 10, 15, 
2024/11/6, 72, 31, 11, 11, 
2024/11/7, 61, 37, 8, 15, 
2024/11/8, 82, 40, 11, 11, 
2024/11/9, 89, 40, 11, 12, 
2024/11/10, 80, 24, 21, 13, 
2024/11/11, 65, 30, 3, 14, 
2024/11/12, 70, 30, 3, 14,
2024/10/1, 38, 10, 15, 7, 
2024/10/2, 46, 3, 25, 8, 
2024/10/3, 13, 3, 25, 3, 
2024/10/4, 13, 7, 17, 7, 
2024/10/5, 17, 12, 19, 7, 
2024/10/6, 38, 23, 17, 8, 
2024/10/7, 65, 9, 19, 10, 
2024/10/8, 30, 10, 17, 9, 
2024/10/9, 25, 10, 23, 6, 
2024/10/10, 17, 10, 27, 8, 
2024/10/11, 25, 14, 23, 10, 
2024/10/12, 42, 23, 24, 10, 
2024/10/13, 63, 29, 19, 8, 
2024/10/14, 72, 45, 15, 12, 
2024/10/15, 104, 34, 13, 12, 
2024/10/16, 80, 13, 13, 9, 
2024/10/17, 17, 16, 15, 7, 
2024/10/18, 34, 13, 17, 7, 
2024/10/19, 38, 24, 21, 6, 
2024/10/20, 63, 27, 23, 9, 
2024/10/21, 61, 29, 19, 8, 
2024/10/22, 72, 21, 17, 7, 
2024/10/23, 65, 12, 17, 8, 
2024/10/24, 42, 16, 14, 9, 
2024/10/25, 59, 15, 16, 7, 
2024/10/26, 46, 21, 19, 6, 
2024/10/27, 57, 27, 15, 8, 
2024/10/28, 63, 30, 10, 13, 
2024/10/29, 65, 31, 11, 14, 
2024/10/30, 68, 30, 10, 15, 
2024/10/31, 68, 36, 17, 14, 
2024/7/1, 38, 7, 42, 5, 
2024/7/2, 25, 8, 31, 4, 
2024/7/3, 25, 9, 41, 8, 
2024/7/4, 30, 13, 48, 6, 
2024/7/5, 38, 15, 45, 6, 
2024/7/6, 42, 17, 34, 8, 
2024/7/7, 50, 21, 43, 8, 
2024/7/8, 61, 27, 53, 10, 
2024/7/9, 65, 36, 67, 13, 
2024/7/10, 63, 31, 65, 11, 
2024/7/11, 63, 26, 53, 12, 
2024/7/12, 38, 23, 43, 10, 
2024/7/13, 57, 15, 48, 7, 
2024/7/14, 38, 21, 70, 9, 
2024/7/15, 53, 24, 56, 11, 
2024/7/16, 57, 23, 63, 10, 
2024/7/17, 53, 28, 57, 11, 
2024/7/18, 53, 27, 57, 8, 
2024/7/19, 46, 12, 57, 8, 
2024/7/20, 38, 9, 55, 6, 
2024/7/21, 34, 20, 49, 9, 
2024/7/22, 53, 18, 57, 7, 
2024/7/23, 53, 16, 55, 8, 
2024/7/24, 50, 16, 42, 9, 
2024/7/25, 38, 13, 52, 6, 
2024/7/26, 34, 14, 55, 6, 
2024/7/27, 42, 22, 70, 6, 
2024/7/28, 59, 14, 52, 4, 
2024/7/29, 42, 18, 55, 8, 
2024/7/30, 50, 19, 70, 6, 
2024/7/31, 53, 24, 80, 10, 
2024/8/1, 57, 15, 64, 3, 
2024/8/2, 38, 12, 50, 7, 
2024/8/3, 38, 14, 53, 11, 
2024/8/4, 42, 14, 57, 8, 
2024/8/5, 46, 16, 60, 7, 
2024/8/6, 46, 20, 60, 8, 
2024/8/7, 46, 15, 53, 13, 
2024/8/8, 46, 17, 74, 11, 
2024/8/9, 53, 17, 74, 8, 
2024/8/10, 53, 17, 74, 8, 
2024/8/11, 34, 23, 69, 10, 
2024/8/12, 57, 22, 61, 11, 
2024/8/13, 53, 20, 61, 7, 
2024/8/14, 50, 17, 42, 9, 
2024/8/15, 46, 23, 48, 9, 
2024/8/16, 55, 21, 44, 8, 
2024/8/17, 50, 14, 41, 7, 
2024/8/18, 17, 12, 26, 8, 
2024/8/19, 25, 12, 43, 9, 
2024/8/20, 42, , 57, 9, 
2024/8/21, 55, , 48, 5, 
2024/8/22, 55, 13, 53, 6, 
2024/8/23, 55, 20, 54, 5, 
2024/8/24, 55, 21, 60, 6, 
2024/8/25, 57, 26, 50, 6, 
2024/8/28, 55, , 70, 11, 
2024/8/29, 80, 32, 75, 9, 
2024/8/30, 70, 31, 68, 8, 
2024/8/31, 68, 31, 58, 11, 
2024/9/1, 63, 35, 57, 8, 
2024/9/2, 53, 26, 61, 7, 
2024/9/3, 61, 22, 45, 10, 
2024/9/4, 55, 14, 37, 11, 
2024/9/5, 38, 10, 42, 6, 
2024/9/6, 25, 12, 47, 8, 
2024/9/7, 34, 18, 26, 7, 
2024/9/8, 46, 10, 38, 7, 
2024/9/9, 25, 10, 41, 7, 
2024/9/10, 25, 18, 43, 5, 
2024/9/11, 46, 10, 27, 5, 
2024/9/12, 13, 11, 24, 7, 
2024/9/13, 13, 12, 26, 6, 
2024/9/14, 17, 14, 32, 6, 
2024/9/15, 30, 11, 34, 8, 
2024/9/16, 38, 9, 25, 6, 
2024/9/17, 25, 12, 19, 11, 
2024/9/18, 38, 18, 19, 17, 
2024/9/19, 53, 20, 35, 10, 
2024/9/20, 53, 22, 35, 9, 
2024/9/21, 59, 23, 39, 8, 
2024/9/22, 55, 25, 30, 9, 
2024/9/23, 70, 14, 34, 6, 
2024/9/24, 25, 13, 38, 10, 
2024/9/25, 38, 19, 23, 12, 
2024/9/26, 53, 11, 29, 6, 
2024/9/27, 25, 13, 35, 3, 
2024/9/28, 21, 8, 31, 6, 
2024/9/29, 17, 12, 34, 6, 
2024/9/30, 30, 16, 20, 12, 
2024/4/1, 50, 12, 34, 11, 
2024/4/2, 25, 17, 28, 8, 
2024/4/3, 38, 22, 35, 8, 
2024/4/4, 57, 20, 36, 12, 
2024/4/5, 50, 17, 37, 7, 
2024/4/6, 50, 14, 36, 6, 
2024/4/7, 50, 22, 44, 8, 
2024/4/8, 63, 28, 41, 5, 
2024/4/9, 80, 16, 22, 6, 
2024/4/10, 53, 20, 34, 5, 
2024/4/11, 57, 28, 39, 10, 
2024/4/12, 78, 31, 48, 8, 
2024/4/13, 82, 25, 49, 6, 
2024/4/14, 68, 14, 42, 6, 
2024/4/15, 46, 14, 46, 4, 
2024/4/16, 30, 7, 37, 5, 
2024/4/17, 13, 9, 35, 6, 
2024/4/18, 25, 13, 39, 7, 
2024/4/19, 46, 12, 35, 6, 
2024/4/20, 25, 10, 35, 8, 
2024/4/21, 30, 5, 35, 3, 
2024/4/22, 13, 5, 32, 6, 
2024/4/23, 17, 6, 31, 4, 
2024/4/24, 25, 4, 40, 5, 
2024/4/25, 17, 8, 40, 6, 
2024/4/26, 30, 14, 35, 4, 
2024/4/27, 50, 16, 43, 4, 
2024/4/28, 46, 20, 43, 7, 
2024/4/29, 50, 20, 49, 6, 
2024/4/30, 46, 17, 45, 6, 
2024/5/1, 42, 5, 31, 4, 
2024/5/2, 13, 7, 37, 6, 
2024/5/3, 25, 11, 35, 6, 
2024/5/4, 38, 11, 40, 7, 
2024/5/5, 34, 17, 35, 8, 
2024/5/6, 38, 18, 28, 7, 
2024/5/7, 53, 15, 35, 9, 
2024/5/8, 46, 10, 37, 11, 
2024/5/9, 34, 15, 48, 16, 
2024/5/10, 50, 20, 54, 8, 
2024/5/11, 63, 15, 52, 8, 
2024/5/12, 50, 15, 49, 6, 
2024/5/13, 50, 12, 45, 6, 
2024/5/14, 46, 10, 37, 4, 
2024/5/15, 21, 10, 32, 4, 
2024/5/16, 17, 9, 36, 7, 
2024/5/17, 13, 11, 44, 6, 
2024/5/18, 34, 21, 43, 7, 
2024/5/19, 46, 30, 36, 5, 
2024/5/20, 57, 10, 38, 3, 
2024/5/21, 21, 13, 34, 3, 
2024/5/22, 30, 13, 33, 5, 
2024/5/23, 30, 14, 40, 4, 
2024/5/24, 38, 12, 37, 4, 
2024/5/25, 38, 11, 43, 9, 
2024/5/26, 46, 12, 48, 6, 
2024/5/27, 46, 11, 43, 7, 
2024/5/28, 42, 10, 45, 5, 
2024/5/29, 34, 10, 39, 6, 
2024/5/30, 46, 6, 37, 4, 
2024/5/31, 13, 10, 42, 5, 
2024/6/1, 38, 16, 41, 5, 
2024/6/2, 50, 14, 43, 6, 
2024/6/3, 34, 14, 48, 6, 
2024/6/4, 42, 17, 49, 5, 
2024/6/5, 55, 22, 52, 6, 
2024/6/6, 59, 26, 57, 6, 
2024/6/7, 68, 27, 50, 6, 
2024/6/8, 70, 29, 38, 6, 
2024/6/9, 76, 18, 42, 4, 
2024/6/10, 46, 12, 42, 4, 
2024/6/11, 25, 12, 34, 4, 
2024/6/12, 34, 12, 36, 8, 
2024/6/13, 21, 15, 42, 5, 
2024/6/14, 25, 12, 47, 6, 
2024/6/15, 34, 14, 42, 6, 
2024/6/16, 42, 18, 51, 8, 
2024/6/17, 50, 18, 49, 7, 
2024/6/18, 53, 33, 48, 11, 
2024/6/19, 61, 53, 53, 9, 
2024/6/20, 78, 49, 48, 7, 
2024/6/21, 82, 26, 46, 6, 
2024/6/22, 46, 13, 31, 5, 
2024/6/23, 25, 16, 30, 6, 
2024/6/24, 46, 14, 30, 5, 
2024/6/25, 38, 14, 40, 7, 
2024/6/26, 25, 14, 54, 11, 
2024/6/27, 46, 20, 51, 16, 
2024/6/28, 59, 20, 66, 5, 
2024/6/29, 61, 18, 41, 6, 
2024/6/30, 50, 18, 40, 5, 
2024/1/1, 82, 18, 7, 6, 
2024/1/2, 59, 30, 9, 13, 
2024/1/3, 82, 34, 9, 13, 
2024/1/4, 57, 24, 14, 9, 
2024/1/5, 80, 8, 15, 10, 
2024/1/6, 42, , 16, 8, 
2024/1/8, 50, 21, 21, 5, 
2024/1/9, 55, 26, 18, 14, 
2024/1/10, 70, 41, 11, 19, 
2024/1/11, 112, 36, 8, 19, 
2024/1/12, 102, 46, 4, 17, 
2024/1/13, 129, 40, 3, 17, 
2024/1/14, 119, 52, 6, 17, 
2024/1/15, 149, 33, 10, 15, 
2024/1/16, 99, 30, 14, 16, 
2024/1/17, 99, 25, 10, 15, 
2024/1/18, 82, 29, 21, 11, 
2024/1/19, 78, 17, 23, 11, 
2024/1/20, 57, 36, 13, 14, 
2024/1/21, 99, 42, 12, 19, 
2024/1/22, 109, 49, 11, 23, 
2024/1/23, 85, 59, 5, 19, 
2024/1/24, 157, 53, 12, 19, 
2024/1/25, 139, 40, 4, 20, 
2024/1/26, 93, 48, 4, 26, 
2024/1/27, 99, 30, 15, 11, 
2024/1/28, 70, 49, 9, 14, 
2024/1/29, 117, 30, 5, 16, 
2024/1/30, 78, 49, 7, 27, 
2024/1/31, 149, 50, 4, 27, 
2024/2/1, 147, 52, 12, 23, 
2024/2/2, 152, 60, 12, 21, 
2024/2/3, 159, 66, 15, 16, 
2024/2/4, 165, 67, 16, 14, 
2024/2/5, 164, 53, 13, 14, 
2024/2/6, 132, 52, 13, 16, 
2024/2/7, 147, 43, 12, 12, 
2024/2/8, 117, 53, 9, 15, 
2024/2/9, 153, 29, 23, 12, 
2024/2/10, 70, 10, 24, 6, 
2024/2/11, 34, 13, 22, 7, 
2024/2/12, 50, 35, 13, 14, 
2024/2/13, 93, 45, 11, 21, 
2024/2/14, 80, 50, 17, 16, 
2024/2/15, 132, 45, 20, 12, 
2024/2/16, 122, 58, 18, 16, 
2024/2/17, 155, 56, 28, 12, 
2024/2/18, 152, 58, 26, 12, 
2024/2/19, 154, 40, 24, 10, 
2024/2/20, 109, 37, 26, 14, 
2024/2/21, 104, 38, 13, 17, 
2024/2/22, 122, 6, 28, 9, 
2024/2/23, 25, 9, 19, 10, 
2024/2/24, 34, 10, 27, 9, 
2024/2/25, 53, 16, 29, 10, 
2024/2/26, 61, 10, 30, 7, 
2024/2/27, 34, 11, 26, 6, 
2024/2/28, 30, 21, 19, 9, 
2024/2/29, 53, 20, 26, 6, 
2024/3/1, 55, 11, 26, 6, 
2024/3/2, 30, 8, 32, 5, 
2024/3/3, 30, 11, 32, 7, 
2024/3/4, 30, 15, 24, 8, 
2024/3/5, 55, 13, 26, 6, 
2024/3/6, 42, 14, 29, 7, 
2024/3/7, 50, 13, 24, 8, 
2024/3/8, 53, 11, 25, 6, 
2024/3/9, 42, 7, 30, 6, 
2024/3/10, 34, 13, 25, 10, 
2024/3/11, 50, 15, 26, 9, 
2024/3/12, 55, 25, 24, 9, 
2024/3/13, 72, 30, 37, 9, 
2024/3/14, 87, 23, 32, 10, 
2024/3/15, 70, 18, 32, 9, 
2024/3/16, 57, 30, 34, 8, 
2024/3/17, 89, 40, 26, 7, 
2024/3/18, 107, 19, 28, 6, 
2024/3/19, 57, 25, 28, 8, 
2024/3/20, 72, , 34, 11, 
2024/3/22, 68, 20, 38, 13, 
2024/3/23, 61, 8, 38, 4, 
2024/3/24, 17, 10, 38, 8, 
2024/3/25, 38, 6, 32, 6, 
2024/3/26, 34, 7, 31, 5, 
2024/3/27, 25, 8, 24, 7, 
2024/3/28, 25, 20, 25, 7, 
2024/3/29, 59, 55, 34, 4, 
2024/3/30, 55, 63, 32, 4, 
2024/3/31, 72, 39, 26, 3, 
2023/10/1, 65, 34, 43, 9, 
2023/10/2, 68, 42, 46, 7, 
2023/10/3, 80, 33, 34, 5, 
2023/10/4, 70, 26, 33, 7, 
2023/10/5, 46, 41, 38, 6, 
2023/10/6, 55, 48, 41, 11, 
2023/10/7, 89, 43, 31, 8, 
2023/10/8, 82, 53, 28, 12, 
2023/10/9, 85, 53, 42, 6, 
2023/10/10, 99, 50, 35, 6, 
2023/10/11, 80, 62, 36, 11, 
2023/10/12, 109, 46, 32, 8, 
2023/10/13, 74, 40, 32, 6, 
2023/10/14, 55, 24, 25, 6, 
2023/10/15, 46, 21, 24, 5, 
2023/10/16, 34, 20, 24, 6, 
2023/10/17, 34, 23, 15, 9, 
2023/10/18, 53, 17, 9, 10, 
2023/10/19, 55, 18, 16, 8, 
2023/10/20, 25, 7, 18, 9, 
2023/10/21, 13, 13, 25, 11, 
2023/10/22, 30, 18, 23, 12, 
2023/10/23, 42, 17, 18, 9, 
2023/10/24, 46, 15, 16, 9, 
2023/10/25, 42, 24, 9, 10, 
2023/10/26, 65, 10, 25, 6, 
2023/10/27, 21, 15, 26, 7, 
2023/10/28, 30, 19, 19, 7, 
2023/10/29, 46, 16, 18, 6, 
2023/10/30, 38, 10, 28, 9, 
2023/10/31, 21, 13, 13, 9, 
2023/11/1, 50, 6, 15, 8, 
2023/11/2, 25, 5, 26, 8, 
2023/11/3, 13, 6, 22, 11, 
2023/11/5, 34, , 18, 9, 
2023/11/7, 68, 35, 16, 17, 
2023/11/8, 74, 34, 11, 16, 
2023/11/9, 85, 15, 16, 9, 
2023/11/10, 55, 18, 15, 11, 
2023/11/11, 59, 21, 13, 10, 
2023/11/12, 68, 36, 11, 15, 
2023/11/13, 93, 44, 13, 13, 
2023/11/14, 117, 39, 10, 15, 
2023/11/15, 93, 39, 5, 13, 
2023/11/16, 91, 27, 12, 14, 
2023/11/17, 70, 18, 16, 13, 
2023/11/18, 53, 30, 13, 12, 
2023/11/19, 85, 47, 10, 12, 
2023/11/20, 124, 36, 9, 13, 
2023/11/21, 97, 15, 18, 12, 
2023/11/22, 46, 19, 12, 18, 
2023/11/23, 57, 30, 9, 17, 
2023/11/24, 82, 22, 23, 15, 
2023/11/25, 65, 14, 18, 12, 
2023/11/26, 42, 28, 8, 15, 
2023/11/27, 80, 33, 14, 17, 
2023/11/28, 89, 34, 5, 17, 
2023/11/29, 93, 15, 7, 10, 
2023/11/30, 59, 22, 7, 17, 
2023/12/1, 65, , , , 
2023/12/4, 70, 30, 3, 14, 
2023/12/5, 80, 30, 7, 17, 
2023/12/6, 91, 34, 3, 17, 
2023/12/7, 95, 41, 3, 16, 
2023/12/8, 114, 34, 5, 12, 
2023/12/9, 97, 24, 14, 8, 
2023/12/10, 76, 30, 7, 11, 
2023/12/11, 65, 26, 3, 12, 
2023/12/12, 80, 30, 3, 15, 
2023/12/13, 89, 30, 6, 14, 
2023/12/14, 72, 26, 3, 15, 
2023/12/15, 65, 29, 12, 12, 
2023/12/16, 78, 42, 7, 13, 
2023/12/17, 109, 46, 7, 18, 
2023/12/18, 124, 40, 6, 22, 
2023/12/19, 109, 44, 3, 20, 
2023/12/20, 117, 35, 3, 19, 
2023/12/21, 109, 7, 25, 21, 
2023/12/22, 34, 10, 16, 5, 
2023/12/23, 34, 30, 13, 10, 
2023/12/24, 87, 46, 11, 10, 
2023/12/25, 104, 40, 8, 9, 
2023/12/26, 97, 50, 3, 10, 
2023/12/27, 119, 52, 3, 16, 
2023/12/28, 139, 49, 3, 13, 
2023/12/29, 132, 50, 3, 11, 
2023/12/30, 137, 57, 7, 12, 
2023/12/31, 154, 26, 6, 10, 
2023/7/1, 53, 16, 52, 4, 
2023/7/2, 50, 17, 45, 4, 
2023/7/3, 53, 10, 48, 5, 
2023/7/4, 30, 14, 46, 6, 
2023/7/5, 38, 13, 37, 6, 
2023/7/6, 30, 19, 45, 9, 
2023/7/7, 46, 18, 50, 7, 
2023/7/8, 50, 22, 70, 6, 
2023/7/9, 57, 23, 72, 6, 
2023/7/10, 59, 24, 56, 6, 
2023/7/11, 55, 22, 49, 3, 
2023/7/12, 53, 24, 46, 6, 
2023/7/13, 38, 16, 48, 7, 
2023/7/14, 30, 21, 50, 6, 
2023/7/15, 46, 22, 45, 9, 
2023/7/16, 50, 29, 58, 6, 
2023/7/17, 55, 29, 57, 6, 
2023/7/18, 57, 29, 60, 6, 
2023/7/19, 57, 18, 58, 6, 
2023/7/20, 46, 14, 45, 4, 
2023/7/21, 38, 10, 45, 5, 
2023/7/22, 34, 16, 48, 6, 
2023/7/23, 46, , 42, 5, 
2023/7/24, 55, , 42, 6, 
2023/7/27, 21, 17, 53, 6, 
2023/7/28, 42, 16, 45, 5, 
2023/7/29, 46, 8, 48, 4, 
2023/7/30, 25, 7, 47, 5, 
2023/7/31, 21, 16, 43, 4, 
2023/8/1, 38, 13, 47, 4, 
2023/8/2, 30, 16, 33, 6, 
2023/8/3, 30, 16, 29, 7, 
2023/8/4, 30, 7, 29, 4, 
2023/8/5, 17, 11, 39, 5, 
2023/8/6, 25, 15, 39, 6, 
2023/8/7, 25, 12, 43, 6, 
2023/8/8, 34, 14, 44, 6, 
2023/8/9, 30, 14, 50, 4, 
2023/8/10, 38, 13, 51, 3, 
2023/8/11, 42, 13, 51, 4, 
2023/8/12, 38, 13, 53, 4, 
2023/8/13, 46, 19, 45, 6, 
2023/8/14, 53, 19, 51, 3, 
2023/8/15, 59, 24, 49, 4, 
2023/8/16, 65, 28, 48, 5, 
2023/8/17, 63, 22, 55, 6, 
2023/8/18, 59, 22, 54, 6, 
2023/8/19, 59, 20, 47, 5, 
2023/8/20, 59, 26, 54, 6, 
2023/8/21, 61, 29, 61, 7, 
2023/8/22, 57, 27, 61, 5, 
2023/8/23, 55, 23, 52, 5, 
2023/8/24, 57, 24, 56, 3, 
2023/8/25, 57, 30, 48, 5, 
2023/8/26, 63, 25, 33, 5, 
2023/8/27, 50, 11, 33, 3, 
2023/8/28, 25, 7, 27, 5, 
2023/8/29, 13, 8, 30, 5, 
2023/8/30, 13, 20, 36, 8, 
2023/8/31, 38, 21, 43, 6, 
2023/9/1, 50, 21, 49, 6, 
2023/9/2, 50, 23, 54, 5, 
2023/9/3, 57, 16, 36, 4, 
2023/9/4, 46, 17, 41, 6, 
2023/9/5, 38, 18, 43, 7, 
2023/9/6, 38, 20, 46, 7, 
2023/9/7, 46, 23, 49, 6, 
2023/9/8, 53, 26, 52, 7, 
2023/9/9, 57, 25, 50, 6, 
2023/9/10, 59, 31, 62, 7, 
2023/9/11, 63, 36, 64, 8, 
2023/9/12, 70, 26, 42, 5, 
2023/9/13, 63, 20, 41, 6, 
2023/9/14, 53, 11, 31, 7, 
2023/9/15, 34, 19, 32, 9, 
2023/9/16, 50, 20, 37, 5, 
2023/9/17, 53, 30, 22, 7, 
2023/9/18, 61, 30, 37, 7, 
2023/9/19, 50, 21, 25, 6, 
2023/9/20, 38, 17, 33, 4, 
2023/9/21, 38, 21, 20, 6, 
2023/9/22, 42, 15, 32, 7, 
2023/9/23, 17, 11, 29, 5, 
2023/9/24, 17, 18, 34, 7, 
2023/9/25, 34, 35, 39, 8, 
2023/9/26, 59, 30, 41, 8, 
2023/9/27, 57, 32, 43, 8, 
2023/9/28, 63, , 45, 9, 
2023/9/29, 74, 39, 48, 9, 
2023/9/30, 74, 30, 43, 6, 
2023/4/1, 46, 18, 26, 6, 
2023/4/2, 57, 11, 33, 6, 
2023/4/3, 25, 18, 37, 5, 
2023/4/4, 42, 20, 37, 9, 
2023/4/5, 50, 25, 36, 10, 
2023/4/6, 63, 28, 39, 14, 
2023/4/7, 70, 19, 41, 6, 
2023/4/8, 59, 10, 33, 4, 
2023/4/9, 42, 9, 34, 4, 
2023/4/10, 34, 13, 38, 9, 
2023/4/11, 46, 10, 31, 6, 
2023/4/12, 46, 7, 27, 4, 
2023/4/13, 30, 4, 26, 6, 
2023/4/14, 17, 9, 39, 4, 
2023/4/15, 21, 10, 37, 5, 
2023/4/16, 25, 15, 20, 9, 
2023/4/17, 55, 13, 35, 6, 
2023/4/18, 50, 10, 35, 6, 
2023/4/19, 34, 8, 31, 5, 
2023/4/20, 34, 10, 32, 6, 
2023/4/21, 38, 17, 36, 8, 
2023/4/22, 59, 14, 41, 7, 
2023/4/23, 50, 12, 36, 4, 
2023/4/24, 38, 6, 37, 3, 
2023/4/25, 13, 10, 37, 6, 
2023/4/26, 25, 11, 40, 5, 
2023/4/27, 34, 12, 39, 6, 
2023/4/28, 38, 20, 30, 4, 
2023/4/29, 61, 13, 37, 3, 
2023/4/30, 53, 9, 32, 4, 
2023/5/1, 34, 5, 31, 3, 
2023/5/3, 17, 15, 38, 6, 
2023/5/4, 46, 14, 43, 6, 
2023/5/5, 42, 16, 49, 5, 
2023/5/6, 53, 11, 45, 4, 
2023/5/7, 50, 10, 38, 5, 
2023/5/8, 34, 11, 36, 4, 
2023/5/9, 42, 6, 28, 3, 
2023/5/10, 25, 3, 25, 3, 
2023/5/11, 13, , , , 
2023/5/17, 13, 12, 35, 3, 
2023/5/18, 21, 13, 19, 3, 
2023/5/19, 30, 19, 24, 3, 
2023/5/20, 55, 19, 41, 3, 
2023/5/21, 57, 19, 43, 5, 
2023/5/22, 57, 21, 43, 8, 
2023/5/23, 61, , 44, , 
2023/5/26, 57, 16, 43, 5, 
2023/5/27, 50, 16, 44, 4, 
2023/5/28, 57, 17, 44, 4, 
2023/5/29, 50, 17, 45, 6, 
2023/5/30, 46, 16, 49, 3, 
2023/5/31, 42, , 47, 5, 
2023/6/2, 59, 13, , , 
2023/6/3, 34, 18, 41, 3, 
2023/6/4, 42, 14, 30, 3, 
2023/6/5, 30, 12, 37, 4, 
2023/6/6, 34, 18, 37, 5, 
2023/6/7, 38, 18, 45, 7, 
2023/6/8, 50, 19, 42, 5, 
2023/6/9, 50, 18, 23, 4, 
2023/6/10, 38, 19, 45, 5, 
2023/6/11, 38, 12, 43, 4, 
2023/6/12, 42, 12, 42, 3, 
2023/6/13, 25, 15, 46, 6, 
2023/6/14, 42, 14, 51, 4, 
2023/6/15, 42, 22, 52, 4, 
2023/6/16, 53, 23, 52, 6, 
2023/6/17, 53, 20, 53, 6, 
2023/6/18, 57, 20, 54, 5, 
2023/6/19, 55, 26, 55, 5, 
2023/6/20, 61, 26, 55, 7, 
2023/6/21, 59, 34, 65, 6, 
2023/6/22, 70, 31, 50, 5, 
2023/6/23, 59, 21, 50, 5, 
2023/6/24, 38, 15, 45, 6, 
2023/6/25, 34, 24, 52, 11, 
2023/6/26, 53, 23, 66, 6, 
2023/6/27, 57, 12, 42, 3, 
2023/6/28, 34, 14, 48, 7, 
2023/6/29, 34, 16, 34, 5, 
2023/6/30, 50, 20, 47, 7, 
2023/1/2, 59, 26, 8, 6, 
2023/1/3, 61, 24, 5, 15, 
2023/1/4, 76, 24, 11, 9, 
2023/1/5, 70, 30, 10, 8, 
2023/1/6, 76, 30, 10, 4, 
2023/1/7, 82, 32, 10, 8, 
2023/1/8, 91, 12, 11, 11, 
2023/1/9, 53, 11, 16, 13, 
2023/1/10, 38, 24, 10, 15, 
2023/1/11, 70, 42, 6, 19, 
2023/1/12, 104, 57, 3, 23, 
2023/1/13, 149, 47, 9, 19, 
2023/1/14, 112, 49, 4, 12, 
2023/1/15, 127, 23, 12, 14, 
2023/1/16, 68, 16, 16, 13, 
2023/1/17, 59, 21, 11, 12, 
2023/1/18, 72, 22, 17, 11, 
2023/1/19, 68, 24, 16, 10, 
2023/1/20, 63, 35, 5, 15, 
2023/1/21, 87, 15, 21, 11, 
2023/1/22, 42, 14, 22, 9, 
2023/1/23, 50, 13, 18, 9, 
2023/1/24, 46, 13, 26, 7, 
2023/1/25, 46, 13, 25, 6, 
2023/1/26, 50, 11, 23, 11, 
2023/1/27, 46, 21, 16, 11, 
2023/1/28, 65, 30, 15, 17, 
2023/1/29, 87, 40, 17, 17, 
2023/1/30, 102, 54, 15, 22, 
2023/1/31, 144, 51, 12, 18, 
2023/2/1, 129, 31, 20, 22, 
2023/2/2, 78, 56, 16, 19, 
2023/2/3, 139, 55, 14, 15, 
2023/2/4, 149, 15, 26, 4, 
2023/2/5, 34, 21, 23, 11, 
2023/2/6, 59, 28, 22, 12, 
2023/2/7, 74, 29, 27, 10, 
2023/2/8, 76, 26, 27, 13, 
2023/2/9, 72, 44, 17, 23, 
2023/2/10, 112, 49, 19, 23, 
2023/2/11, 122, 58, 23, 23, 
2023/2/12, 154, 53, 26, 15, 
2023/2/13, 147, 60, 28, 22, 
2023/2/14, 154, 61, 17, 23, 
2023/2/15, 154, 65, 24, 16, 
2023/2/16, 159, 30, 27, 12, 
2023/2/17, 78, 38, 25, 8, 
2023/2/18, 89, 35, 20, 8, 
2023/2/19, 97, 55, 24, 9, 
2023/2/20, 152, 55, 19, 15, 
2023/2/21, 149, 67, 16, 12, 
2023/2/22, 160, 52, 17, 10, 
2023/2/23, 132, 30, 19, 11, 
2023/2/24, 76, 47, 19, 11, 
2023/2/25, 114, 13, 30, 9, 
2023/2/26, 42, 12, 29, 3, 
2023/2/27, 30, 20, 28, 6, 
2023/2/28, 55, 24, 21, 10, 
2023/3/1, 61, 19, 16, 10, 
2023/3/2, 61, 22, 24, 11, 
2023/3/3, 68, 30, 28, 11, 
2023/3/4, 85, 32, 31, 16, 
2023/3/5, 89, 23, 30, 10, 
2023/3/6, 70, 14, 33, 11, 
2023/3/7, 53, 19, 28, 11, 
2023/3/8, 53, 25, 29, 10, 
2023/3/9, 65, 21, 30, 9, 
2023/3/10, 61, 15, 30, 7, 
2023/3/11, 46, 17, 30, 5, 
2023/3/12, 38, 19, 28, 6, 
2023/3/13, 59, , 22, 6, 
2023/3/15, 46, 19, 33, 7, 
2023/3/16, 50, 20, 36, 20, 
2023/3/17, 55, 28, 37, 23, 
2023/3/18, 74, 24, 36, , 
2023/3/19, 76, 22, 31, , 
2023/3/20, 72, 29, 35, 8, 
2023/3/21, 76, 30, 34, 9, 
2023/3/22, 82, 32, 32, 8, 
2023/3/23, 85, 15, 30, , 
2023/3/24, 42, 12, 34, 27, 
2023/3/25, 25, 10, 30, , 
2023/3/26, 42, 10, 35, , 
2023/3/27, 34, 12, 33, 12, 
2023/3/28, 42, 22, 33, 11, 
2023/3/29, 61, 28, 31, 9, 
2023/3/30, 72, 22, 30, 9, 
2023/3/31, 61, 13, 31, 9, 
2022/10/1, 38, 18, 26, 6, 
2022/10/2, 46, 27, 32, 5, 
2022/10/3, 57, 21, 28, , 
2022/10/4, 53, 17, 32, 6, 
2022/10/5, 46, 26, 36, 6, 
2022/10/6, 59, 31, 32, 6, 
2022/10/7, 65, 34, 35, 11, 
